date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,CHINA CONSTRUCTION BANK (ASIA),DAH SING SECURITIES LTD
2025-01-06,62422300.0,52226501.0,36037820.0,19724976.0,14463480.0,15469950.0,12607740.0,8227750.0,6630350.0,5481650.0
2025-01-07,62471800.0,51450501.0,35990820.0,19717876.0,14354080.0,15422450.0,12581640.0,0.0,6521050.0,5448950.0
2025-01-08,62504000.0,51637201.0,36002820.0,19507876.0,14312180.0,15501250.0,12588640.0,8217650.0,6501350.0,5569950.0
2025-01-09,62559400.0,52016201.0,36303420.0,19463676.0,14386380.0,15546050.0,12593540.0,8222650.0,6552350.0,5584950.0
2025-01-10,62537000.0,51525801.0,36129120.0,19477076.0,14219180.0,15428350.0,12568440.0,8184350.0,6559750.0,5568950.0
2025-01-13,62263100.0,50725801.0,36022920.0,19411976.0,14193380.0,15417850.0,12578440.0,8142350.0,0.0,5539150.0
2025-01-14,62349500.0,50754601.0,36090420.0,19403476.0,14265480.0,15493550.0,12552940.0,8140150.0,0.0,5544150.0
2025-01-15,61945400.0,50180101.0,37109420.0,19347876.0,14163780.0,15393150.0,12501840.0,8177050.0,6780750.0,5476150.0
2025-01-16,61473400.0,50066301.0,38983120.0,19256476.0,14003180.0,15029750.0,12470740.0,8143350.0,6772750.0,5404150.0
2025-01-17,60883100.0,49757601.0,38777770.0,19098476.0,13907280.0,14909250.0,12331140.0,8149750.0,6751750.0,5358750.0
2025-01-20,61163200.0,50783001.0,35890570.0,19204276.0,13980580.0,14927350.0,12377440.0,8171750.0,6752750.0,5375750.0
2025-01-21,61161600.0,50170501.0,35848070.0,19166476.0,13966180.0,14798950.0,12336440.0,8170650.0,0.0,5321750.0
2025-01-22,61312600.0,50573801.0,35611770.0,19273476.0,14066580.0,14951150.0,12384840.0,8219150.0,6813750.0,5319750.0
2025-01-23,61335300.0,50797201.0,35576070.0,19298876.0,14275780.0,15012550.0,12403840.0,8248950.0,6886350.0,5342750.0
2025-01-24,61602500.0,50911601.0,35824570.0,19412976.0,14307180.0,15147050.0,12480340.0,8197150.0,6977350.0,5344350.0
2025-01-27,61819200.0,51310001.0,35879370.0,19297076.0,14345980.0,15350150.0,12622040.0,8246450.0,7047350.0,5310050.0
2025-02-03,61896600.0,51561301.0,36133270.0,19434276.0,14618480.0,15317350.0,12678740.0,8199150.0,7116350.0,5371950.0
2025-02-04,61671700.0,50224601.0,36078370.0,19718576.0,14549220.0,15347550.0,12680040.0,8186550.0,7017350.0,5325150.0
2025-02-05,61745600.0,50126301.0,36180370.0,19613576.0,14824820.0,15348950.0,12765040.0,8183950.0,7008350.0,5336150.0
2025-02-06,61869000.0,50234301.0,36167870.0,19679976.0,15055820.0,15399250.0,12671340.0,8188950.0,7040350.0,5305650.0
2025-02-07,62000600.0,50547101.0,36294270.0,19803476.0,14834020.0,15476150.0,12641840.0,8302150.0,7066350.0,5442450.0
2025-02-10,62859300.0,51115601.0,36581170.0,19933776.0,15009220.0,15805850.0,13024340.0,8334950.0,7243850.0,5535250.0
2025-02-11,63403100.0,51650991.0,36819770.0,19961976.0,15304220.0,16055850.0,13069940.0,8345450.0,7263850.0,5541250.0
2025-02-12,63407940.0,51720391.0,36624970.0,20572276.0,15274820.0,15907550.0,13147740.0,8340750.0,7274050.0,5567250.0
2025-02-13,63541840.0,51773391.0,36677070.0,20590976.0,15403720.0,15964250.0,13153540.0,0.0,7325050.0,5586250.0
2025-02-14,63678040.0,51799291.0,36709570.0,20600876.0,15335920.0,16029050.0,13145540.0,8339750.0,0.0,5591250.0
2025-02-17,63752240.0,51800641.0,36839770.0,20656476.0,15428520.0,16067650.0,12929540.0,8352750.0,7326850.0,5624950.0
2025-02-19,63749990.0,53385141.0,37697970.0,20928076.0,16053120.0,16544050.0,13087340.0,8438550.0,7405850.0,5799050.0
2025-02-20,63655890.0,53478641.0,37811970.0,21131676.0,16057720.0,16610750.0,9862540.0,8452250.0,7467950.0,5664950.0
2025-02-21,63873290.0,53465641.0,37787970.0,21102976.0,16118520.0,16651450.0,9880140.0,8464750.0,0.0,5754950.0
2025-02-24,63786090.0,53691641.0,37736170.0,21227476.0,16165720.0,16679950.0,9921840.0,8522750.0,0.0,5954950.0
2025-02-25,64096760.0,53768041.0,37807870.0,21728076.0,16124720.0,16507150.0,9849240.0,8511350.0,7447950.0,5952850.0
2025-02-26,64080490.0,53151241.0,37779070.0,21617076.0,16136890.0,16438250.0,9927540.0,8538350.0,7387950.0,5962850.0
2025-02-27,63245190.0,52433941.0,37883570.0,21790176.0,16971490.0,16052850.0,9667440.0,8464050.0,7234950.0,5854250.0
2025-02-28,62156190.0,52503541.0,37754070.0,21056776.0,15522690.0,15920150.0,9646940.0,8418050.0,7202450.0,5870250.0
2025-03-03,62533790.0,52496941.0,37824770.0,21151776.0,15507690.0,15904750.0,9659940.0,8441050.0,7226450.0,5865750.0
2025-03-04,62207990.0,52123041.0,37540470.0,20599276.0,14811090.0,15730550.0,9593340.0,8433650.0,7000450.0,5727950.0
2025-03-05,63132090.0,52506541.0,37554870.0,20699276.0,15185290.0,16009850.0,9681840.0,8472050.0,7004350.0,5796150.0
2025-03-06,63007290.0,52288241.0,37383970.0,20086476.0,15151690.0,15692250.0,9746740.0,8332150.0,6976350.0,5794150.0
2025-03-07,63338190.0,52409641.0,37433570.0,20014776.0,15048490.0,15507250.0,9700740.0,8313860.0,7029250.0,5859150.0
2025-03-10,63159690.0,52146641.0,37700870.0,20077576.0,14903290.0,15477550.0,9703740.0,8316860.0,7052350.0,5827150.0
2025-03-11,62901690.0,52357741.0,37461370.0,20037476.0,14735590.0,15275050.0,9714940.0,8228660.0,7035350.0,5714150.0
2025-03-12,63264190.0,52128341.0,37473970.0,20017976.0,14862890.0,15194950.0,9597440.0,8171960.0,7075350.0,5713850.0
2025-03-13,61285790.0,50900341.0,37218170.0,19508676.0,14409190.0,14761250.0,9286740.0,7996460.0,6910350.0,5670450.0
2025-03-14,59674190.0,48749641.0,35593270.0,18943476.0,13996990.0,14312550.0,9107140.0,7750260.0,6792350.0,5463850.0
2025-03-17,59364790.0,48861241.0,35305270.0,18870076.0,13945890.0,14176750.0,8983540.0,7744360.0,6705250.0,5434650.0
2025-03-18,58380140.0,48352741.0,35073970.0,18640476.0,13687290.0,14066150.0,8969540.0,7694560.0,6349150.0,5322350.0
2025-03-19,58424940.0,48287641.0,35209270.0,18729676.0,13711990.0,14034850.0,8993540.0,7695360.0,6172150.0,5013350.0
2025-03-20,58662140.0,48682241.0,35449270.0,18553676.0,13642590.0,13949150.0,9143040.0,7727860.0,6053250.0,5282350.0
2025-03-21,58636140.0,48770741.0,35324070.0,18522676.0,13466890.0,13962650.0,9144440.0,7713760.0,6076250.0,5282750.0
2025-03-24,58848440.0,48833141.0,35496270.0,18500576.0,13838790.0,14224050.0,9256940.0,8139760.0,6184550.0,5338750.0
2025-03-25,58873540.0,48614841.0,35537170.0,18591176.0,13763890.0,14186750.0,9344140.0,8303760.0,0.0,5256550.0
2025-03-26,59140440.0,48677841.0,35482170.0,18746876.0,14307690.0,14288750.0,9850240.0,8323760.0,6254550.0,5330550.0
2025-03-27,59458440.0,49144841.0,35945870.0,18710876.0,14583790.0,14309850.0,9901240.0,8428760.0,6268550.0,5352550.0
2025-03-28,59774940.0,49242341.0,36105870.0,18830076.0,14836290.0,14400050.0,10142040.0,8438760.0,6328850.0,5374550.0
2025-03-31,59910340.0,49454241.0,36203070.0,18859276.0,14803690.0,14229050.0,10086340.0,8436560.0,6322850.0,5362550.0
2025-04-01,60188040.0,49937841.0,36388370.0,18882076.0,14867570.0,14237750.0,9774440.0,8473560.0,6254850.0,5373550.0
2025-04-02,59418890.0,50275241.0,36274070.0,19139876.0,14557320.0,14122550.0,9636340.0,8431060.0,6189850.0,5520050.0
2025-04-03,59372690.0,50468421.0,36286870.0,19071376.0,14484920.0,14145650.0,9650040.0,8435960.0,6167850.0,5441550.0
2025-04-07,59326390.0,50035621.0,36148670.0,19106576.0,14860720.0,14214350.0,9788640.0,7899960.0,6177850.0,5431350.0
2025-04-08,58335590.0,49514721.0,37012270.0,18784376.0,14619220.0,13934050.0,9607040.0,8094560.0,5645850.0,5455650.0
2025-04-09,51474540.0,41591121.0,33092760.0,16598976.0,12614940.0,12179370.0,8611140.0,7298660.0,5275250.0,4982350.0
2025-04-10,50967740.0,40625421.0,33474760.0,16397876.0,12362170.0,12598170.0,8080740.0,7593860.0,5376150.0,4749750.0
2025-04-11,49738440.0,39588821.0,32431060.0,16027376.0,11623770.0,11783870.0,7479140.0,7270160.0,5146150.0,4778250.0
2025-04-14,55293540.0,42640221.0,34728460.0,17533376.0,14473870.0,13460770.0,9604340.0,7964460.0,5805550.0,5368650.0
2025-04-15,53995040.0,42117821.0,34566560.0,17619486.0,13662870.0,13013270.0,8193540.0,8811560.0,5693550.0,5155850.0
2025-04-16,55190640.0,43051221.0,35605260.0,18193886.0,15227070.0,13796670.0,8562040.0,8964460.0,6136550.0,5470650.0
2025-04-17,55493140.0,43110221.0,35669860.0,18156486.0,15088370.0,13808670.0,8504140.0,9161760.0,6071550.0,5444950.0
2025-04-22,55932040.0,44234521.0,35878160.0,18098386.0,15554670.0,13814570.0,8309440.0,8210960.0,6058750.0,5214750.0
2025-04-23,56834940.0,44594321.0,36154560.0,18040086.0,15752670.0,13914770.0,8398040.0,8315760.0,6075750.0,5428150.0
2025-04-24,54861840.0,43897921.0,39188860.0,17440286.0,14738970.0,13341570.0,7813540.0,8193960.0,5469750.0,5158950.0
2025-04-25,55655340.0,44619521.0,35436360.0,17793786.0,15623470.0,13834170.0,8110840.0,8760260.0,5548750.0,5545950.0
2025-04-28,56644140.0,45634421.0,36064760.0,18024786.0,16262670.0,14043070.0,8574940.0,8858460.0,5635750.0,5635950.0
2025-04-29,60356340.0,47638141.0,37540560.0,19037086.0,17409370.0,15423970.0,9474340.0,9025360.0,6354750.0,5839550.0
2025-04-30,61790040.0,47536953.0,37933760.0,19705186.0,17982870.0,15929670.0,9795340.0,9142560.0,6377250.0,5885550.0
2025-05-02,62691440.0,47743253.0,38325160.0,19892886.0,18283970.0,16139770.0,10145840.0,9190760.0,6527250.0,5965550.0
