date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BNP PARIBAS,DBS BANK (HONG KONG) LTD,HANG SENG BANK LTD
2024-12-19,2008460687.0,1460644544.0,654750750.0,418386280.0,292703789.0,270957649.0,126991325.0,107107903.0,117143880.0,562738778.0
2024-12-20,2010188600.0,1460615344.0,654485820.0,418386318.0,292268325.0,270909635.0,0.0,107751673.0,117129480.0,562747978.0
2024-12-23,2004267179.0,1461460144.0,654261605.0,420088711.0,296358529.0,270852938.0,127032125.0,107372994.0,117120440.0,562751178.0
2024-12-24,2004437887.0,0.0,654332121.0,420099511.0,295444097.0,0.0,0.0,0.0,0.0,562789052.0
2024-12-27,2003276214.0,1462226944.0,653860023.0,420514445.0,291256763.0,270722291.0,127441278.0,107831627.0,117130972.0,562784326.0
2024-12-30,2002285516.0,1464555744.0,651899850.0,421051857.0,290978937.0,269795620.0,127520878.0,108792474.0,117065728.0,562793923.0
2025-01-02,1996588329.0,1465618544.0,650745826.0,415267858.0,291284307.0,269395170.0,127614167.0,120504650.0,117240128.0,562861952.0
2025-01-03,1996982994.0,1468589744.0,649036950.0,413342100.0,292972301.0,266778167.0,0.0,117159255.0,117240296.0,562896245.0
2025-01-06,2003788945.0,1468893344.0,648966201.0,415323165.0,291943487.0,263655480.0,127614567.0,114826209.0,117216541.0,562839377.0
2025-01-07,1987147713.0,1468851344.0,648728679.0,415820391.0,293175743.0,263632030.0,127417767.0,118029277.0,117186653.0,562904881.0
2025-01-08,1986567336.0,1468887744.0,647278059.0,419299824.0,293167916.0,267133424.0,127388967.0,120583022.0,117179953.0,562905680.0
2025-01-09,1990882071.0,1469207744.0,647057439.0,426341794.0,292492744.0,264094158.0,0.0,114502259.0,117174153.0,562861974.0
2025-01-10,1993435836.0,1469454144.0,646530338.0,424183231.0,292668068.0,264146906.0,127349367.0,115048385.0,117133029.0,562857890.0
2025-01-13,1996766771.0,1470324144.0,646197602.0,424441017.0,292494047.0,264363156.0,127328567.0,115096252.0,117113829.0,562848167.0
2025-01-14,1997528772.0,1471863744.0,641855001.0,426038749.0,291172050.0,264861707.0,127291367.0,116328978.0,117061896.0,562849767.0
2025-01-15,2000137364.0,1472389270.0,641751781.0,423093344.0,291192974.0,265067488.0,0.0,112005326.0,117050696.0,562854167.0
2025-01-16,1999400638.0,1472786470.0,641049687.0,422060548.0,293773833.0,263569015.0,127279367.0,111950539.0,117057660.0,563046869.0
2025-01-17,1997537778.0,1473200470.0,640808692.0,422440339.0,293722959.0,264841363.0,127259367.0,113062181.0,117102460.0,563381244.0
2025-01-20,1998748211.0,1473956070.0,635889314.0,419860191.0,290645226.0,271014261.0,127258167.0,112821250.0,117056544.0,563377988.0
2025-01-21,1981547394.0,1473669270.0,635184378.0,419551959.0,290422368.0,262963904.0,127235767.0,114698467.0,117020134.0,563376876.0
2025-01-22,1979479045.0,1474456870.0,632429702.0,419135078.0,290135611.0,263414329.0,127364967.0,116505135.0,116856839.0,563329130.0
2025-01-23,1981007861.0,1475094070.0,630412167.0,420703038.0,289884964.0,264903466.0,127356167.0,115773955.0,116797198.0,563333952.0
2025-01-24,1978719325.0,1475874070.0,629067766.0,422719990.0,289602994.0,270017904.0,127451767.0,116122851.0,116746798.0,563254537.0
2025-01-27,1979973291.0,1477496070.0,628689363.0,422763677.0,288978911.0,264932170.0,127620641.0,114614785.0,116680152.0,563263511.0
2025-02-03,1972527966.0,1478168070.0,624260950.0,417889871.0,292661653.0,265659141.0,127613041.0,115455167.0,116545366.0,563306351.0
2025-02-04,1980728690.0,1478258870.0,622299923.0,418153926.0,292319782.0,266870571.0,127866241.0,114297980.0,116538451.0,563374819.0
2025-02-05,1985096242.0,0.0,621668804.0,417561438.0,291850373.0,264063782.0,127851041.0,112775517.0,116484135.0,563375807.0
2025-02-06,1985021976.0,0.0,619593607.0,417884382.0,288923241.0,263533747.0,127781041.0,113328844.0,116516498.0,563382002.0
2025-02-07,1988891132.0,1478176070.0,619271825.0,420667655.0,288460366.0,263178337.0,127827841.0,113504278.0,116508468.0,563431269.0
2025-02-10,1991482791.0,1478353270.0,617967295.0,419966911.0,288487009.0,264985857.0,127776241.0,113846158.0,116505431.0,563465427.0
2025-02-11,1973058905.0,1481718470.0,613145791.0,421267580.0,288167307.0,263772052.0,127687466.0,114443442.0,116377431.0,563465123.0
2025-02-12,1972911068.0,1482443270.0,608500237.0,417457420.0,297538151.0,263693131.0,127683900.0,117360746.0,116275104.0,563472618.0
2025-02-13,1969470651.0,1482164470.0,603849531.0,418684828.0,297562819.0,270580608.0,127563500.0,119177214.0,116052608.0,563527656.0
2025-02-14,1978367697.0,1482956870.0,598222879.0,408575161.0,296664302.0,263100633.0,127839358.0,121494526.0,115927771.0,563583627.0
2025-02-17,1965983325.0,1482718070.0,590672974.0,419287313.0,296649644.0,267094741.0,127795358.0,124728058.0,115721537.0,563586393.0
2025-02-18,1967779550.0,1481897670.0,589233656.0,419041673.0,300336604.0,264516813.0,127066733.0,121967506.0,115579456.0,563569928.0
2025-02-19,1965166922.0,1481331251.0,586310937.0,418816688.0,302367813.0,262874338.0,127026733.0,122999972.0,115514880.0,563586423.0
2025-02-20,1961762803.0,1481950851.0,583388329.0,424918071.0,297417047.0,272918559.0,128242799.0,124169423.0,115284482.0,563656009.0
2025-02-21,1960236585.0,1484718460.0,580488363.0,425192855.0,289806712.0,265708758.0,0.0,126454318.0,115185779.0,563682237.0
2025-02-24,1962014035.0,1484297403.0,580580368.0,415254470.0,289822421.0,265738780.0,128193599.0,130025900.0,114977779.0,563708523.0
2025-02-25,1956030615.0,1483529403.0,580963593.0,416095713.0,290042761.0,264209009.0,128428799.0,134886484.0,115247379.0,563673894.0
2025-02-26,1947390298.0,1481245003.0,581119998.0,421592983.0,290207723.0,268733138.0,127910399.0,135973221.0,115205482.0,563690382.0
2025-02-27,1948597436.0,1480503403.0,580903847.0,417487184.0,289837874.0,269210277.0,128264233.0,132482393.0,115190242.0,563697893.0
2025-02-28,1925629885.0,1480093803.0,579959153.0,404536551.0,299385783.0,268789769.0,128380633.0,139292095.0,115124454.0,563707956.0
2025-03-03,1931459968.0,1479915403.0,578586406.0,394584725.0,290760712.0,266198467.0,128653191.0,144753298.0,115059048.0,563773205.0
2025-03-04,1933567744.0,1481263003.0,577984847.0,397933373.0,279957008.0,262105788.0,128657191.0,134330913.0,115069371.0,563853607.0
2025-03-05,1938555837.0,1481171803.0,576792933.0,386060265.0,278594631.0,259353198.0,129062323.0,135849249.0,114936018.0,563865825.0
2025-03-06,1940034244.0,1481082203.0,572400407.0,372521535.0,278062097.0,261595798.0,0.0,154494523.0,115096493.0,563898673.0
2025-03-07,1938551544.0,1481038203.0,572006701.0,371035944.0,277943780.0,261624875.0,128774723.0,149346843.0,115092793.0,563937978.0
2025-03-10,1962386580.0,1480423003.0,571653027.0,370397767.0,283832187.0,263505991.0,128783394.0,142342728.0,115074379.0,0.0
2025-03-11,1953771698.0,1479206603.0,571196392.0,402958448.0,291418065.0,264590327.0,125160341.0,122443615.0,114985551.0,563942087.0
2025-03-12,1929582762.0,1478278203.0,570657811.0,411483664.0,306295281.0,275392537.0,124882741.0,114107930.0,114867613.0,563982441.0
2025-03-13,1914706625.0,1478042603.0,570411808.0,409368628.0,309668421.0,260600532.0,124711541.0,110727487.0,114840922.0,563994587.0
2025-03-14,1914142387.0,1478388658.0,569796150.0,406651826.0,290158371.0,262434264.0,124718409.0,115660181.0,114772522.0,564033019.0
2025-03-17,1916321912.0,1479489458.0,569609567.0,397480748.0,290319046.0,264736927.0,124948809.0,112762080.0,115214672.0,564167463.0
2025-03-18,1914095237.0,1477591058.0,569314569.0,392578972.0,293119531.0,261184773.0,124603209.0,109590308.0,115210272.0,564883399.0
2025-03-19,1919948520.0,1477761458.0,568633728.0,387942914.0,291517791.0,262201339.0,0.0,115194698.0,115316324.0,564909387.0
2025-03-20,1917275690.0,1477547858.0,567729502.0,385953538.0,291508165.0,259014660.0,124602409.0,121463718.0,115569921.0,564905070.0
2025-03-21,1919720854.0,1477296658.0,566937374.0,386674555.0,292107257.0,260680700.0,124580409.0,116547738.0,115494881.0,565038868.0
2025-03-24,1922941118.0,1476944258.0,565382211.0,386322301.0,289523279.0,258688496.0,0.0,115556790.0,115315926.0,565094987.0
2025-03-25,1923224612.0,1477107858.0,568619426.0,384960722.0,289041480.0,259115130.0,124495209.0,116378508.0,115296182.0,565137782.0
2025-03-26,1919076099.0,1477248658.0,568095265.0,386401773.0,288785037.0,256686083.0,124493471.0,118028846.0,115297351.0,565125516.0
2025-03-27,1923112557.0,1477273858.0,567836354.0,385175510.0,287024014.0,256029589.0,124486603.0,114292216.0,115334924.0,565178959.0
2025-03-28,1925205681.0,1477440658.0,567556931.0,384566263.0,287430489.0,256152842.0,124471670.0,113903652.0,115292672.0,565224158.0
2025-03-31,1901454649.0,1478373858.0,566067928.0,384555479.0,285710297.0,256259724.0,124470070.0,112551628.0,115250416.0,565263296.0
2025-04-01,1898004627.0,1478494658.0,565739813.0,387246059.0,285069116.0,257640767.0,124434257.0,112862481.0,115216474.0,565266224.0
2025-04-02,1892726044.0,1477410258.0,565617597.0,392517377.0,284959828.0,257143221.0,0.0,112440988.0,115212474.0,565818798.0
2025-04-03,1894633777.0,1476738658.0,565392461.0,397864661.0,284612967.0,257341475.0,0.0,112860349.0,115219726.0,565849404.0
2025-04-07,1904484758.0,1476897458.0,567452237.0,390198794.0,284633460.0,257367935.0,0.0,109421360.0,115211219.0,565886486.0
2025-04-08,1884118094.0,1475453858.0,566707403.0,395191404.0,284674534.0,259189369.0,124441125.0,107224556.0,115300417.0,565861020.0
2025-04-09,1876148076.0,1469150658.0,570889297.0,386148358.0,285221589.0,255120419.0,124019925.0,106856004.0,115655109.0,566102909.0
2025-04-10,1876200992.0,1465725434.0,568882988.0,383385820.0,285594769.0,247026814.0,123885125.0,107554012.0,115773195.0,566050730.0
2025-04-11,1881346090.0,1464932075.0,569442277.0,384555031.0,285335646.0,244273895.0,123856321.0,107216218.0,115807786.0,566076398.0
2025-04-14,1879216940.0,1466065275.0,568742987.0,399555141.0,285896255.0,241495770.0,123503521.0,105545246.0,115555770.0,566248385.0
2025-04-15,1876790149.0,1465609275.0,568893946.0,397373522.0,286563183.0,241099219.0,123280112.0,107340907.0,116041370.0,566237824.0
2025-04-16,1879313095.0,1466602650.0,568713629.0,394767568.0,285994066.0,241453276.0,123295712.0,105607425.0,116053518.0,566240663.0
2025-04-17,1882272575.0,1466967850.0,568622024.0,395548961.0,285943013.0,241251876.0,123273712.0,107815455.0,116079918.0,566267565.0
2025-04-22,1883388188.0,1467219050.0,568091173.0,389441173.0,285646797.0,240509354.0,123741712.0,107913560.0,116166704.0,566302281.0
2025-04-23,1886123096.0,1467424250.0,567126050.0,381593328.0,285958688.0,240084657.0,123839312.0,107840318.0,116640897.0,566313110.0
2025-04-24,1892349004.0,1467077850.0,566969359.0,374485882.0,285759531.0,239553645.0,123819312.0,113673308.0,116553045.0,565194523.0
2025-04-25,1893526921.0,1468093450.0,565046928.0,373288071.0,285475755.0,238302984.0,123752512.0,116633561.0,116525045.0,565209722.0
2025-04-28,1892612605.0,1467175020.0,565410576.0,373743305.0,285486639.0,239870814.0,123732512.0,114535929.0,116472853.0,565243720.0
2025-04-29,1899387274.0,1467277820.0,564634253.0,373714709.0,277304351.0,240413872.0,123551312.0,113767974.0,116450453.0,565267825.0
2025-04-30,1883649857.0,1467062220.0,564006229.0,372401708.0,276955038.0,245067592.0,123562512.0,115960555.0,116428101.0,565326413.0
2025-05-02,1870962893.0,1466907420.0,562307852.0,379595688.0,284448460.0,246424200.0,123534512.0,115217270.0,115132967.0,0.0
