date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CMB INTERNATIONAL SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2025-03-12,470011.0,216872.0,204895.0,217805.0,174853.0,149065.0,119800.0,73666.0,120355.0,0.0
2025-03-13,478308.0,217278.0,204255.0,217009.0,174213.0,149210.0,119620.0,73716.0,120185.0,0.0
2025-03-14,477808.0,217203.0,203980.0,216094.0,173203.0,149690.0,119750.0,73381.0,0.0,0.0
2025-03-17,476683.0,214657.0,204340.0,214699.0,171658.0,149190.0,118730.0,72681.0,0.0,0.0
2025-03-18,637018.0,213327.0,204235.0,213309.0,171223.0,146990.0,118760.0,71391.0,120095.0,0.0
2025-03-19,628859.0,218171.0,204400.0,213884.0,171028.0,147090.0,118720.0,71796.0,120050.0,0.0
2025-03-20,625874.0,218186.0,204530.0,215731.0,170233.0,148170.0,118515.0,71571.0,122645.0,0.0
2025-03-21,625314.0,218786.0,204740.0,216731.0,169963.0,148065.0,118285.0,72736.0,121050.0,85275.0
2025-03-24,626215.0,217891.0,205005.0,217971.0,169798.0,148215.0,118815.0,76966.0,0.0,0.0
2025-03-25,625115.0,218001.0,204385.0,218761.0,169763.0,148100.0,118865.0,77166.0,0.0,123375.0
2025-03-26,623765.0,222676.0,204675.0,218576.0,169473.0,147200.0,118665.0,77331.0,0.0,0.0
2025-03-27,623601.0,222831.0,204175.0,216171.0,169458.0,0.0,118715.0,76866.0,0.0,0.0
2025-03-28,624021.0,224075.0,204615.0,215827.0,169418.0,147700.0,118795.0,75991.0,0.0,0.0
2025-03-31,626401.0,224115.0,204790.0,215767.0,169403.0,0.0,118895.0,72881.0,0.0,0.0
2025-04-01,627446.0,225040.0,205315.0,215077.0,168978.0,0.0,118388.0,75416.0,0.0,0.0
2025-04-02,651388.0,224624.0,206480.0,215152.0,168663.0,0.0,118623.0,79006.0,0.0,0.0
2025-04-03,654790.0,223283.0,207935.0,217322.0,168133.0,147870.0,118833.0,79451.0,0.0,123395.0
2025-04-07,651355.0,223943.0,207455.0,217497.0,167988.0,0.0,119038.0,79996.0,121600.0,0.0
2025-04-08,750865.0,224255.0,208350.0,216102.0,168173.0,148025.0,118788.0,80356.0,122150.0,0.0
2025-04-09,748115.0,223185.0,207565.0,204537.0,167688.0,145895.0,118893.0,82311.0,122255.0,124395.0
2025-04-10,750275.0,225310.0,207145.0,202992.0,166898.0,146095.0,119068.0,83431.0,122405.0,125785.0
2025-04-11,762338.0,229613.0,207200.0,203062.0,168068.0,146710.0,119393.0,84411.0,122415.0,0.0
2025-04-14,776478.0,233133.0,207395.0,203972.0,168183.0,146935.0,119158.0,87016.0,0.0,125865.0
2025-04-15,783018.0,220734.0,210783.0,204004.0,168418.0,0.0,119110.0,89091.0,123170.0,0.0
2025-04-16,790959.0,221121.0,211501.0,205955.0,169148.0,148845.0,120195.0,92531.0,122530.0,0.0
2025-04-17,792311.0,225386.0,211466.0,206825.0,169363.0,149945.0,120320.0,94121.0,122520.0,0.0
2025-04-22,793306.0,242033.0,211841.0,207377.0,168068.0,148020.0,120415.0,97531.0,122675.0,0.0
2025-04-23,845206.0,227842.0,212876.0,206519.0,167998.0,148845.0,121280.0,102491.0,122530.0,125875.0
2025-04-24,851212.0,246932.0,212514.0,210326.0,168068.0,152250.0,122030.0,105081.0,123485.0,127080.0
2025-04-25,893057.0,248098.0,211918.0,209152.0,167478.0,151230.0,122675.0,99256.0,123710.0,126590.0
2025-04-28,897727.0,249348.0,212358.0,209727.0,167778.0,152845.0,122795.0,101146.0,123735.0,126390.0
2025-04-29,899512.0,248958.0,213101.0,210579.0,168008.0,152955.0,125175.0,97876.0,123765.0,0.0
2025-04-30,897342.0,250349.0,211136.0,209534.0,167623.0,151480.0,124055.0,97291.0,123925.0,0.0
2025-05-02,897952.0,250119.0,211296.0,202724.0,167318.0,152480.0,124065.0,97686.0,0.0,0.0
