date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,BOCI SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CMB WING LUNG BANK LTD
2025-01-08,13523133.0,11465200.0,7416650.0,3624000.0,5415700.0,0.0,257400.0,3226100.0,2326600.0,0.0
2025-01-09,13493333.0,11457900.0,7365250.0,3637700.0,0.0,0.0,399000.0,3225800.0,2324700.0,1889100.0
2025-01-10,13480833.0,11455900.0,7344650.0,3622100.0,5355200.0,0.0,524900.0,3248800.0,2324500.0,1894100.0
2025-01-13,13493233.0,11444700.0,7334850.0,3625900.0,5337700.0,0.0,584000.0,3255900.0,2302700.0,1891900.0
2025-01-14,13460933.0,11440200.0,7343850.0,3585600.0,5342900.0,0.0,706700.0,3254900.0,2271900.0,1892500.0
2025-01-15,13456333.0,11378900.0,7342350.0,3518400.0,5332000.0,0.0,390400.0,3242400.0,2274900.0,1885900.0
2025-01-16,13447933.0,11302500.0,7330150.0,3357700.0,5322700.0,3047473.0,593500.0,3239000.0,2288500.0,1884300.0
2025-01-17,13455133.0,11303100.0,7285150.0,3370000.0,5323000.0,0.0,729800.0,0.0,2177000.0,0.0
2025-01-20,13294333.0,11261500.0,7272650.0,3318600.0,5270300.0,0.0,1696000.0,3230900.0,2221300.0,1879400.0
2025-01-21,13111933.0,11232400.0,7114750.0,3275200.0,5259000.0,0.0,650200.0,3195900.0,2320100.0,1868400.0
2025-01-22,13126833.0,11167000.0,7090950.0,3271500.0,5236700.0,0.0,818000.0,3192400.0,2346700.0,1865300.0
2025-01-23,13305233.0,11142000.0,7093950.0,3334900.0,5239500.0,3077473.0,335000.0,3281900.0,2336900.0,1962400.0
2025-01-24,13468233.0,11053400.0,7097750.0,3339000.0,5222400.0,0.0,234100.0,3290500.0,2322300.0,1969400.0
2025-01-27,13073333.0,11032400.0,7062550.0,3322400.0,5221700.0,0.0,820700.0,0.0,2310700.0,1876300.0
2025-02-03,13440133.0,11044800.0,7077050.0,3281900.0,5201500.0,0.0,332200.0,3336600.0,2326900.0,1976100.0
2025-02-04,0.0,11004500.0,7061550.0,3270600.0,5171700.0,0.0,609900.0,3201100.0,2244900.0,1979000.0
2025-02-05,13429533.0,11002700.0,7025650.0,3215800.0,5140600.0,0.0,1057700.0,3231300.0,2125500.0,1966300.0
2025-02-06,13252443.0,10865000.0,7032750.0,3177500.0,5111400.0,0.0,1608600.0,3208500.0,2107600.0,1973500.0
2025-02-07,13129143.0,10416500.0,6913750.0,3172300.0,5059700.0,3074073.0,1053700.0,3165900.0,2030500.0,1977100.0
2025-02-10,12738143.0,10411900.0,6870350.0,3113700.0,5047000.0,3065173.0,1999400.0,3150000.0,1997300.0,1942600.0
2025-02-11,12720443.0,10436600.0,6826850.0,3108300.0,5040900.0,0.0,2055700.0,3176000.0,1992400.0,1939300.0
2025-02-12,12890743.0,10429000.0,6811650.0,3094300.0,5040000.0,2673073.0,2367500.0,3157000.0,1982400.0,1944600.0
2025-02-13,12595343.0,10253600.0,6925450.0,3120300.0,4908300.0,2670873.0,3363500.0,3109100.0,1920900.0,1886700.0
2025-02-14,12630743.0,10310400.0,6911150.0,3120100.0,4859600.0,0.0,558500.0,3141900.0,1961000.0,1885400.0
2025-02-17,12576143.0,10250200.0,6846150.0,3071900.0,4827100.0,2670773.0,906400.0,3124200.0,1961300.0,1882500.0
2025-02-18,12588743.0,10242000.0,6840850.0,3392100.0,4796800.0,2581673.0,864600.0,3107100.0,1978500.0,1898900.0
2025-02-19,12657243.0,9855000.0,6792050.0,3491200.0,4802900.0,2885773.0,1207000.0,2999900.0,1950600.0,1881500.0
2025-02-20,12658243.0,9735800.0,6760350.0,3441300.0,4772800.0,2878773.0,1575000.0,3001500.0,1900500.0,1886800.0
2025-02-21,12532343.0,9231300.0,6600850.0,3014100.0,4748300.0,0.0,2965200.0,2955300.0,1876700.0,1884600.0
2025-02-24,12489743.0,9054700.0,6529950.0,3047000.0,4613100.0,3096945.0,1213800.0,2951300.0,1882400.0,1851400.0
2025-02-25,12468743.0,8964300.0,6490450.0,2964700.0,4566400.0,2949473.0,1745600.0,2931400.0,1839200.0,1843700.0
2025-02-26,12386743.0,8848900.0,6453850.0,2992900.0,4506600.0,2944473.0,598300.0,2920300.0,1843300.0,1841200.0
2025-02-27,12297443.0,8846100.0,6398150.0,2994500.0,4373000.0,2841373.0,1084000.0,2897800.0,1803300.0,0.0
2025-02-28,11890343.0,8808400.0,6130350.0,3019400.0,4373800.0,2778901.0,1975000.0,2888000.0,1840200.0,1816700.0
2025-03-03,11710643.0,8769900.0,6109550.0,3040600.0,4376200.0,0.0,971600.0,2840800.0,1842100.0,1811700.0
2025-03-04,11406533.0,8291300.0,5839050.0,3003500.0,4223300.0,2773901.0,2825500.0,2722300.0,1796600.0,1776100.0
2025-03-05,9644533.0,7369200.0,5123750.0,2990100.0,3890700.0,2768101.0,6592900.0,2614600.0,1690000.0,758600.0
2025-03-06,9199940.0,7228100.0,4856150.0,3135300.0,3807600.0,2764901.0,5245500.0,2564600.0,1705000.0,750000.0
2025-03-07,9131440.0,7004400.0,4557950.0,3118200.0,3595400.0,2885815.0,2495400.0,2605000.0,1709300.0,740000.0
2025-03-10,9051840.0,6839700.0,4479950.0,3155800.0,3496300.0,2884815.0,3031700.0,2664000.0,1690700.0,739000.0
2025-03-11,9012940.0,6680900.0,4424950.0,3149900.0,3335200.0,2875415.0,3521100.0,2663300.0,1689800.0,738600.0
2025-03-12,8778040.0,6574600.0,4391050.0,3199200.0,3338500.0,0.0,4186900.0,2639500.0,1649000.0,734600.0
2025-03-13,8809340.0,6411300.0,4326350.0,3059800.0,3280100.0,2912245.0,4783700.0,2653900.0,1630300.0,702200.0
2025-03-14,8749340.0,6284200.0,4307750.0,3109600.0,3263900.0,3062066.0,2768200.0,2632800.0,1607100.0,699200.0
2025-03-17,8681140.0,6138400.0,4338950.0,3066300.0,3185800.0,0.0,3667800.0,2062100.0,1536400.0,697400.0
2025-03-18,8552240.0,5700100.0,4103850.0,2913800.0,3095000.0,2926266.0,2871400.0,1839800.0,1537700.0,724900.0
2025-03-19,8506640.0,5625400.0,4067750.0,2695200.0,3192600.0,2925166.0,972000.0,1777200.0,1545500.0,681700.0
2025-03-20,8395340.0,5531600.0,4013650.0,2643300.0,3056100.0,3054096.0,1337800.0,1783900.0,1510900.0,674000.0
2025-03-21,8451940.0,5636600.0,3990550.0,2647200.0,3015400.0,2986096.0,1505900.0,1785400.0,1504500.0,695500.0
2025-03-24,8272640.0,5649300.0,3975050.0,2601700.0,3014000.0,2975596.0,1784600.0,1783500.0,1506300.0,685300.0
2025-03-25,8118040.0,5647800.0,3915650.0,2600100.0,3007800.0,2975096.0,2008600.0,1835500.0,1525700.0,681300.0
2025-03-26,8033540.0,5644300.0,3830650.0,2624300.0,3004800.0,2977696.0,701000.0,0.0,1498200.0,677900.0
2025-03-27,7975840.0,5592000.0,3812650.0,2605000.0,3014300.0,2977496.0,922000.0,1828000.0,1487900.0,665700.0
2025-03-28,7873040.0,5582500.0,3778850.0,2672800.0,3013800.0,2876396.0,1093900.0,1836200.0,1484500.0,667200.0
2025-03-31,8014640.0,5561300.0,3865350.0,2678300.0,3017500.0,2877196.0,728600.0,1842500.0,1512900.0,681700.0
2025-04-01,8082140.0,5316100.0,3917950.0,2723600.0,3067900.0,3030870.0,346400.0,1889300.0,1483700.0,724600.0
2025-04-02,8062740.0,5188000.0,3826250.0,2955900.0,3145900.0,3031170.0,792600.0,1908300.0,1543500.0,832800.0
2025-04-03,8142440.0,5203000.0,3814650.0,2891100.0,3067300.0,2475070.0,1350100.0,1918000.0,1588500.0,1014700.0
2025-04-07,8122240.0,5171700.0,3793150.0,2770200.0,3060400.0,2455570.0,1517400.0,1915100.0,1563400.0,1007300.0
2025-04-08,8137140.0,5262100.0,3790650.0,3067200.0,3062500.0,2127301.0,1189000.0,2027700.0,1571900.0,1006600.0
2025-04-09,7493740.0,4765500.0,3906550.0,3000400.0,3130700.0,2087301.0,3312800.0,2058400.0,1528500.0,737900.0
2025-04-10,7778840.0,4810700.0,5416550.0,3127600.0,3143200.0,0.0,3002200.0,2048800.0,1523200.0,855600.0
2025-04-11,7717240.0,4970500.0,5304550.0,3054700.0,3266400.0,2189106.0,2926100.0,2049100.0,1552400.0,867600.0
2025-04-14,7533140.0,4939900.0,3853050.0,3216400.0,3092900.0,2607407.0,2594700.0,2036300.0,1571800.0,834800.0
2025-04-15,7327040.0,4739100.0,3819950.0,3316800.0,3117600.0,2561707.0,2437700.0,2148700.0,1598600.0,826600.0
2025-04-16,7343840.0,4626800.0,3803650.0,3343800.0,3123100.0,2560707.0,2269300.0,2165100.0,1585700.0,877400.0
2025-04-17,7394540.0,4634900.0,5304050.0,3352200.0,3136300.0,2093601.0,103000.0,2144600.0,1549400.0,863000.0
2025-04-22,7499550.0,4610000.0,5353050.0,3555500.0,3086700.0,2092501.0,462400.0,2280400.0,1622500.0,920200.0
2025-04-23,7422250.0,4526600.0,3779950.0,3529500.0,3042700.0,2082401.0,2459000.0,2676400.0,1716600.0,865700.0
2025-04-24,7457861.0,4546800.0,3866550.0,3649800.0,3081800.0,2048401.0,0.0,2724300.0,1727200.0,906800.0
2025-04-25,7261440.0,4374100.0,3564150.0,3154700.0,3003500.0,2138294.0,3045900.0,2592900.0,1452100.0,960100.0
2025-04-28,7282140.0,4433200.0,3639150.0,3342900.0,3047400.0,2350544.0,2016900.0,2230700.0,1560400.0,1004300.0
2025-04-29,7256440.0,4516900.0,3894850.0,3486900.0,3033300.0,2411544.0,1491300.0,2267000.0,1485500.0,975200.0
2025-04-30,7070540.0,4271100.0,4238750.0,3464600.0,3084500.0,2365144.0,1437500.0,2268900.0,1456900.0,980800.0
2025-05-02,6999640.0,4286300.0,3642050.0,3548500.0,3082400.0,2592857.0,2335100.0,2295900.0,1457200.0,1126000.0
