date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,DBS BANK LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,HANG SENG BANK LTD,FUTU SECURITIES INTERNATIONAL
2025-03-12,371911458.0,318905082.0,0.0,136261571.0,84362595.0,104659215.0,69386111.0,66348200.0,0.0,46766355.0
2025-03-13,372333458.0,318689082.0,0.0,0.0,84192595.0,0.0,0.0,66274200.0,0.0,46570355.0
2025-03-14,374093458.0,318509042.0,0.0,135783571.0,83990595.0,104749215.0,69396111.0,0.0,0.0,46466355.0
2025-03-17,376553458.0,317889042.0,0.0,135781571.0,83652595.0,104743215.0,69216111.0,0.0,0.0,46296355.0
2025-03-18,380765457.0,317111612.0,0.0,134431571.0,83024595.0,0.0,0.0,66272200.0,59340702.0,45972355.0
2025-03-19,383832550.0,316159612.0,0.0,133985571.0,82786595.0,0.0,0.0,66186200.0,0.0,45730355.0
2025-03-20,390640550.0,314870612.0,0.0,132941571.0,82826595.0,104231215.0,69146111.0,66104200.0,0.0,44708355.0
2025-03-21,393256550.0,313980612.0,0.0,132375571.0,82678595.0,104167215.0,69126111.0,65886200.0,0.0,43836355.0
2025-03-24,397167350.0,313346612.0,0.0,131075571.0,82674595.0,104267215.0,0.0,0.0,0.0,46852355.0
2025-03-25,397909350.0,313026612.0,0.0,131065429.0,82686595.0,105287215.0,0.0,65878200.0,0.0,46418355.0
2025-03-26,399499350.0,312444612.0,0.0,131115429.0,82622595.0,104987215.0,68846111.0,65876200.0,0.0,46068355.0
2025-03-27,401313350.0,311882612.0,0.0,130981429.0,82570595.0,104993215.0,0.0,0.0,0.0,45874355.0
2025-03-28,404437350.0,311100612.0,0.0,131081429.0,82722595.0,0.0,68866111.0,0.0,0.0,43892355.0
2025-03-31,409875350.0,310405527.0,0.0,129885429.0,82418595.0,104833215.0,0.0,0.0,0.0,43202355.0
2025-04-01,409925350.0,310037527.0,0.0,129875429.0,82370595.0,104793215.0,0.0,0.0,0.0,43190355.0
2025-04-02,410257350.0,309943527.0,0.0,129817429.0,82530595.0,104797215.0,68858111.0,65816200.0,0.0,43198355.0
2025-04-03,410251350.0,309941527.0,0.0,129915429.0,82480595.0,0.0,0.0,65806200.0,0.0,43334355.0
2025-04-07,410419258.0,309921527.0,0.0,129891429.0,82214595.0,104177215.0,0.0,0.0,0.0,43484355.0
2025-04-08,411093258.0,310027527.0,0.0,130091429.0,82346595.0,103177215.0,0.0,0.0,0.0,43662355.0
2025-04-09,413631258.0,311347527.0,0.0,129733429.0,82208595.0,103191215.0,68878111.0,0.0,0.0,43690355.0
2025-04-10,415741971.0,311070527.0,0.0,129683429.0,80388595.0,0.0,68826111.0,0.0,0.0,43828355.0
2025-04-11,417077971.0,311090527.0,0.0,129713429.0,80252595.0,0.0,0.0,0.0,0.0,42922355.0
2025-04-15,417095846.0,313750456.0,162414822.0,128615429.0,79962595.0,98631215.0,68342111.0,64690200.0,0.0,45230355.0
2025-04-16,421578415.0,310194456.0,162614822.0,127118429.0,84815811.0,95017215.0,66072111.0,64300200.0,0.0,42640355.0
2025-04-17,426034415.0,308196456.0,160614822.0,127030429.0,84713811.0,93475215.0,66188111.0,64028200.0,0.0,43662355.0
2025-04-22,431220415.0,305406456.0,0.0,126712429.0,86985811.0,93561215.0,67152111.0,63908200.0,0.0,44534355.0
2025-04-23,436206415.0,302472456.0,0.0,124669429.0,85690511.0,93601215.0,66908111.0,63888200.0,0.0,44906355.0
2025-04-24,436944415.0,301696456.0,0.0,124829429.0,0.0,93597215.0,66900111.0,63758200.0,59364702.0,46408355.0
2025-04-25,435664415.0,302578456.0,0.0,125470358.0,88187946.0,92705215.0,67758490.0,63588200.0,59367702.0,47329355.0
2025-04-28,441716415.0,304584456.0,0.0,125704358.0,85414511.0,91633215.0,65574490.0,63402200.0,0.0,49041355.0
2025-04-29,449368415.0,304834456.0,0.0,125638358.0,90121251.0,89643215.0,65494490.0,63398200.0,0.0,47143355.0
2025-04-30,455570415.0,299908456.0,0.0,125475273.0,91059251.0,87765215.0,65678490.0,62942200.0,59867702.0,48601355.0
2025-05-02,454896735.0,294626456.0,160814822.0,122401990.0,92973626.0,86249215.0,64960490.0,62372200.0,59917702.0,54898355.0
