date,FUTU SECURITIES INTERNATIONAL,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2025-02-27,323738217.0,0.0,281983010.0,255391000.0,185077958.0,0.0,68610496.0,29115100.0,95267087.0
2025-02-28,324369717.0,0.0,276107517.0,256841500.0,186745805.0,112321480.0,70792855.0,29548600.0,95210087.0
2025-03-03,324358717.0,0.0,281942703.0,256928500.0,186253289.0,0.0,66096403.0,29735100.0,0.0
2025-03-04,323926217.0,0.0,269689023.0,253015000.0,187809289.0,112263480.0,75910569.0,33159600.0,95412087.0
2025-03-05,324067217.0,0.0,268144641.0,253193000.0,185962289.0,112233480.0,79414223.0,33029600.0,95528087.0
2025-03-06,323767717.0,0.0,267009641.0,254442500.0,184916380.0,0.0,82263898.0,33170600.0,95599587.0
2025-03-07,323901217.0,0.0,264100031.0,255427000.0,185103882.0,112222480.0,83728573.0,33313600.0,0.0
2025-03-10,324643717.0,0.0,258485043.0,260053000.0,185407882.0,112215480.0,82995418.0,33331100.0,95555587.0
2025-03-11,325558717.0,0.0,256221840.0,264499000.0,185358882.0,112185480.0,80225718.0,33581100.0,0.0
2025-03-12,328848217.0,0.0,263485058.0,246330000.0,185689882.0,0.0,78974651.0,34111100.0,95822587.0
2025-03-13,329470717.0,0.0,263163607.0,243469000.0,185901382.0,0.0,78638555.0,34374100.0,96021087.0
2025-03-14,330161717.0,0.0,261503198.0,241576500.0,185432882.0,0.0,77741044.0,34904600.0,0.0
2025-03-17,331231217.0,0.0,256765639.0,241201500.0,186362873.0,0.0,72369155.0,35007600.0,96026087.0
2025-03-18,332160217.0,0.0,255917139.0,240493500.0,186613373.0,112165480.0,70922658.0,34961100.0,98021087.0
2025-03-19,332338217.0,0.0,255310139.0,240204500.0,186701373.0,0.0,71388078.0,34569100.0,0.0
2025-03-20,332378217.0,0.0,252765373.0,238309500.0,186560873.0,112303480.0,69417004.0,34039100.0,100021087.0
2025-03-21,333139217.0,0.0,252270373.0,237290000.0,186687373.0,0.0,69164004.0,34195100.0,0.0
2025-03-24,333269717.0,0.0,252238239.0,236068000.0,186254507.0,0.0,64872004.0,33942100.0,0.0
2025-03-25,332466217.0,0.0,251054157.0,235288500.0,186526998.0,0.0,62446586.0,34174100.0,0.0
2025-03-26,333150217.0,0.0,251108064.0,234882500.0,186535498.0,112273480.0,60867985.0,34822100.0,0.0
2025-03-27,334280217.0,0.0,250930564.0,234483000.0,186377828.0,112253480.0,59320986.0,34942600.0,0.0
2025-03-28,337289217.0,0.0,248261712.0,233517500.0,186219828.0,112405480.0,58486339.0,35101600.0,99972087.0
2025-03-31,339103217.0,0.0,247795227.0,233415500.0,187306313.0,0.0,56825439.0,35177600.0,99962087.0
2025-04-01,336469316.0,0.0,249315722.0,228195500.0,189175478.0,112590788.0,65256793.0,35271600.0,99611087.0
2025-04-02,336687816.0,0.0,249233217.0,227521000.0,189518728.0,112700288.0,63433936.0,35302100.0,99845087.0
2025-04-03,337745816.0,0.0,248797217.0,226762500.0,189175728.0,112784288.0,65905181.0,35634100.0,99815587.0
2025-04-07,338098816.0,0.0,248879217.0,225725500.0,189356228.0,0.0,65887736.0,36033600.0,99280587.0
2025-04-08,337987816.0,0.0,249606217.0,224538500.0,189510228.0,0.0,64782036.0,36183600.0,100280587.0
2025-04-09,338691816.0,0.0,249066712.0,221070000.0,189218753.0,112684288.0,61672036.0,37523600.0,102003087.0
2025-04-10,339603316.0,0.0,239800212.0,220435000.0,196793498.0,112484288.0,61690536.0,37709600.0,0.0
2025-04-11,339582816.0,0.0,238633212.0,220159500.0,197304498.0,112384288.0,61009033.0,37668600.0,102117087.0
2025-04-14,340446816.0,0.0,243559712.0,219171500.0,197787998.0,112284288.0,62756621.0,38063100.0,100208087.0
2025-04-15,340199816.0,0.0,242162620.0,219102000.0,198165498.0,112184288.0,64916880.0,38153100.0,101708087.0
2025-04-16,339952816.0,0.0,241734120.0,219056000.0,198663998.0,112084288.0,63754380.0,38293100.0,0.0
2025-04-17,340214816.0,0.0,240823889.0,218960000.0,198809498.0,111984288.0,62590880.0,38418100.0,102718587.0
2025-04-22,340627816.0,0.0,240715889.0,218880500.0,198820998.0,0.0,62347380.0,38528100.0,0.0
2025-04-23,340767316.0,0.0,242866889.0,80896000.0,198630998.0,111884288.0,62261380.0,38688100.0,102268087.0
2025-04-24,341007816.0,0.0,243298348.0,218018500.0,198405998.0,111784288.0,61850380.0,38632100.0,101197087.0
2025-04-25,340953816.0,0.0,243469748.0,137143000.0,197958998.0,0.0,61494380.0,39050100.0,0.0
2025-04-28,340882316.0,0.0,243564248.0,80805000.0,197257998.0,0.0,61324380.0,39522100.0,0.0
2025-04-29,341049816.0,299428732.0,243686180.0,217896000.0,196724998.0,111684288.0,61594158.0,39762100.0,0.0
2025-04-30,341047816.0,299415732.0,243107680.0,137013500.0,196896998.0,111584288.0,61367658.0,39834600.0,0.0
2025-05-02,340967816.0,299419232.0,242506180.0,217731500.0,196819498.0,111484288.0,62170658.0,39820600.0,0.0
