date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),CHINA INTERNATIONAL CAPITAL CORPORATION,MORGAN STANLEY HONG KONG SECURITIES LTD,THE CORE SECURITIES COMPANY LTD
2025-02-19,183910900.0,148309160.0,125420960.0,50936000.0,44902397.0,26436546.0,0.0,0.0,73635065.0,0.0
2025-02-20,185148400.0,148400660.0,125543960.0,50223000.0,44659397.0,26391546.0,0.0,0.0,0.0,0.0
2025-02-21,189142400.0,148973660.0,125606460.0,48134500.0,44310897.0,26265546.0,26404090.0,19299000.0,0.0,89542420.0
2025-02-24,190318522.0,147850660.0,125537960.0,47256849.0,44136897.0,26456546.0,26407090.0,0.0,73726065.0,89441070.0
2025-02-25,191266022.0,147818160.0,125565460.0,47185849.0,44301897.0,26419546.0,26372590.0,0.0,0.0,89221070.0
2025-02-26,190822022.0,147843160.0,126378460.0,47868849.0,44231897.0,26420546.0,26234590.0,0.0,73870565.0,89171070.0
2025-02-27,192459522.0,147874660.0,126680960.0,48185849.0,44522397.0,26267046.0,26167590.0,0.0,73886565.0,0.0
2025-02-28,192943522.0,149074570.0,125939550.0,48274849.0,44512397.0,26262046.0,26160090.0,19598000.0,73919050.0,0.0
2025-03-03,193765522.0,149143070.0,125966050.0,47818349.0,44508897.0,26253546.0,26198590.0,19762000.0,73816050.0,0.0
2025-03-04,194346018.0,149173570.0,125968550.0,47420349.0,44732897.0,26095546.0,26232090.0,0.0,73856550.0,0.0
2025-03-05,194091018.0,149273570.0,126122550.0,46981349.0,45147397.0,26128046.0,26182090.0,0.0,73878550.0,0.0
2025-03-06,194151518.0,149299070.0,126118050.0,47903849.0,45377397.0,0.0,26174590.0,19812000.0,73880550.0,0.0
2025-03-07,194044018.0,148984560.0,125329460.0,47243849.0,45427397.0,26055546.0,26075590.0,20147500.0,73894050.0,0.0
2025-03-10,192817518.0,148777060.0,125374960.0,49916799.0,45149397.0,25937546.0,26095590.0,0.0,73985050.0,89047570.0
2025-03-11,192579522.0,148697060.0,125323960.0,50291799.0,45047397.0,25896046.0,26106090.0,0.0,74002550.0,88908570.0
2025-03-12,192558222.0,148236060.0,125362460.0,50901450.0,44623397.0,25909546.0,26138090.0,0.0,74025050.0,88608570.0
2025-03-13,193030722.0,149288038.0,125684960.0,51794950.0,44740397.0,25583546.0,26135090.0,20253500.0,74034050.0,0.0
2025-03-14,193767222.0,148132138.0,125740960.0,52551950.0,44970897.0,25713546.0,26143090.0,20214500.0,73988050.0,0.0
2025-03-17,194235722.0,148158138.0,125638460.0,52866450.0,44912397.0,25716046.0,26153090.0,20215500.0,74003550.0,0.0
2025-03-18,195043722.0,147139738.0,125880460.0,52887450.0,44839397.0,25711546.0,0.0,0.0,74026050.0,0.0
2025-03-19,195122222.0,147658135.0,125783460.0,53400950.0,44848397.0,25671546.0,26143090.0,0.0,74046050.0,88567570.0
2025-03-20,195300136.0,147649135.0,125724460.0,53854950.0,44800397.0,25675546.0,26154590.0,19602000.0,74077111.0,0.0
2025-03-21,195591636.0,147630635.0,125966960.0,54014950.0,44846897.0,25600046.0,26168090.0,19167000.0,74100611.0,0.0
2025-03-24,195158636.0,147632635.0,126439960.0,54517950.0,44976897.0,0.0,26170090.0,19527000.0,74139111.0,0.0
2025-03-25,194867636.0,147604635.0,126650960.0,54117950.0,45101397.0,25612046.0,26183090.0,19925000.0,74155611.0,0.0
2025-03-26,194727636.0,148456600.0,125654495.0,54017450.0,44313397.0,0.0,26143090.0,20382000.0,74174611.0,0.0
2025-03-27,193934136.0,148094200.0,125628495.0,53855950.0,44382897.0,25655546.0,26088090.0,20753500.0,74178111.0,0.0
2025-03-28,192898636.0,148146200.0,125649495.0,54781950.0,44416397.0,25654046.0,26103090.0,21019500.0,74165111.0,88467570.0
2025-03-31,192501636.0,148565823.0,125495460.0,56124950.0,44319897.0,25567046.0,26023090.0,21022000.0,74201111.0,88327570.0
2025-04-01,192824636.0,148127223.0,126069460.0,55892950.0,44479897.0,25472046.0,26179590.0,20992000.0,74254611.0,88227570.0
2025-04-02,192727636.0,148162223.0,126236960.0,55311450.0,44353897.0,25463046.0,26070090.0,21040000.0,74251111.0,0.0
2025-04-03,192661136.0,148786608.0,125791575.0,55849450.0,44410897.0,25473046.0,25890590.0,21069000.0,74252111.0,88157570.0
2025-04-07,192851142.0,148727223.0,125590460.0,56318450.0,44684397.0,25495046.0,25943590.0,21158000.0,74256617.0,0.0
2025-04-08,193690648.0,148425623.0,125990460.0,57288450.0,44787897.0,25455546.0,26103590.0,21378000.0,74267617.0,0.0
2025-04-09,190540148.0,148474123.0,126389460.0,60618950.0,44445397.0,25447546.0,26109090.0,22594500.0,74267117.0,0.0
2025-04-10,189335145.0,148745623.0,126493460.0,59281950.0,44368397.0,26297546.0,26069090.0,23473500.0,74186114.0,0.0
2025-04-11,188963145.0,149938833.0,125974960.0,59174950.0,44022897.0,26861546.0,25987090.0,0.0,74191114.0,0.0
2025-04-14,188810145.0,149928833.0,126216960.0,59125950.0,43514397.0,0.0,25949090.0,23903500.0,74261114.0,0.0
2025-04-15,188702639.0,149918333.0,126038460.0,59366450.0,0.0,0.0,25763090.0,24137000.0,74232114.0,0.0
2025-04-16,189869639.0,149934833.0,125828960.0,59238950.0,41766397.0,26852546.0,25724090.0,25073000.0,74146614.0,0.0
2025-04-17,189951139.0,149896833.0,125697960.0,59288450.0,41691397.0,0.0,25684090.0,25371500.0,74148618.0,0.0
2025-04-22,189983639.0,149427633.0,125665460.0,59417450.0,41722397.0,0.0,25644090.0,25466500.0,74152118.0,0.0
2025-04-23,190012139.0,149253133.0,125636460.0,59481950.0,41724897.0,26863046.0,25604090.0,0.0,74155618.0,0.0
2025-04-24,189575939.0,0.0,125707460.0,59315950.0,41731397.0,26893046.0,0.0,25436500.0,74181118.0,0.0
2025-04-25,189832439.0,149336133.0,125644960.0,59282950.0,41740397.0,26889046.0,25601590.0,25366500.0,74181126.0,0.0
2025-04-28,189591439.0,149995541.0,125343460.0,58818950.0,41715397.0,0.0,25584590.0,27273500.0,74102126.0,0.0
2025-04-29,189350939.0,149745541.0,125385960.0,58715450.0,41964397.0,0.0,25549590.0,27876000.0,0.0,0.0
2025-04-30,189184939.0,149683041.0,125354960.0,58983450.0,42014897.0,0.0,25536590.0,0.0,74110626.0,0.0
2025-05-02,189077939.0,149707041.0,125356460.0,59149950.0,42001397.0,26894046.0,25457590.0,0.0,0.0,0.0
