date,QUAM SECURITIES LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,GET NICE SECURITIES LTD,GLORY SUN SECURITIES LTD,SILVERBRICKS SECURITIES CO LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,FUTU SECURITIES INTERNATIONAL,SUCCESS SECURITIES LTD,YUANTA SECURITIES (HONG KONG) CO LTD,XIN YONGAN INTERNATIONAL SECURITIES,TOTAL_CCASS_PCT
2025-02-17,8.0345,1.7815,4.154,7.929500000000001,2.891,4.1925,1.7205000000000001,2.4,1.7345,0.8725,35.7105
2025-02-18,7.961500000000001,1.7815,4.154,7.929500000000001,2.891,4.1925,1.725,2.4,1.7345,0.8725,35.642
2025-02-19,7.961500000000001,1.9015,4.071000000000001,7.8095,2.891,4.1925,1.9151000000000002,2.4,1.6645,0.8725,35.679100000000005
2025-02-20,7.961500000000001,1.9015,4.071000000000001,7.807500000000001,2.891,4.1925,1.9171,2.4,1.6645,0.8725,35.679100000000005
2025-02-21,7.961500000000001,1.9015,4.071000000000001,7.807500000000001,2.891,3.8835,1.7260999999999997,2.4,1.6645,0.8725,35.179100000000005
2025-02-24,7.961500000000001,2.664,4.2645,7.5805,2.891,1.7319999999999998,1.5205,2.4,1.791,0.8725,33.6775
2025-02-25,7.921499999999999,3.7765,4.263999999999999,6.8205,2.891,1.7319999999999998,1.5265,2.4,1.616,0.8725,33.820499999999996
2025-02-26,7.8995,4.419,4.263999999999999,6.622,2.891,1.7319999999999998,1.521,2.4,1.2959999999999998,0.8725,33.917
2025-02-27,7.8995,4.419,4.263999999999999,6.622,2.891,1.7319999999999998,1.522,2.4,1.2959999999999998,0.8725,33.918
2025-02-28,7.8995,4.419,4.263999999999999,6.622,2.891,1.7319999999999998,1.525,2.4,1.2959999999999998,0.8725,33.921
2025-03-03,7.8950000000000005,4.419,4.263999999999999,6.622,2.891,1.7319999999999998,1.537,2.4,1.2959999999999998,0.8725,33.9285
2025-03-04,7.8950000000000005,4.869,4.263999999999999,6.1835,2.891,1.7319999999999998,1.545,2.4,1.2959999999999998,0.8725,33.948
2025-03-05,7.8950000000000005,4.869,4.263999999999999,5.56,2.891,1.7319999999999998,1.5594999999999999,2.4,1.2959999999999998,0.8725,33.339
2025-03-06,7.8950000000000005,4.869,4.263999999999999,5.6899999999999995,2.891,1.7319999999999998,1.467,2.4,1.281,0.8725,33.3615
2025-03-07,7.8950000000000005,5.143,4.263999999999999,5.622,2.891,1.7319999999999998,1.3505,2.4,1.2755,0.8725,33.4455
2025-03-10,7.8950000000000005,5.143,4.263999999999999,5.622,2.891,1.7319999999999998,1.351,2.4,1.2755,0.8725,33.446
2025-03-11,7.8950000000000005,5.143,4.263999999999999,5.622,2.891,1.7319999999999998,1.3385,2.4,1.411,0.8725,33.568999999999996
2025-03-12,7.8950000000000005,5.143,4.263999999999999,5.622,2.891,1.7319999999999998,1.3475000000000001,2.4,1.411,0.8725,33.578
2025-03-13,7.8950000000000005,5.143,4.263999999999999,5.622,2.891,1.7319999999999998,1.2205000000000001,2.4,1.6275000000000002,0.8725,33.6675
2025-03-18,7.8950000000000005,5.143,4.263999999999999,5.622,2.891,1.7319999999999998,1.225,2.4,1.6275000000000002,0.8725,33.672000000000004
2025-03-19,7.8950000000000005,5.143,4.263999999999999,5.6305000000000005,2.891,1.7319999999999998,1.2185,2.4,1.6275000000000002,0.8725,33.674
2025-03-20,10.580499999999999,5.143,4.263999999999999,5.6305000000000005,2.891,1.7319999999999998,1.229,2.4,1.6275000000000002,0.8725,36.370000000000005
2025-03-21,10.580499999999999,5.143,4.263999999999999,5.6305000000000005,2.891,1.7319999999999998,1.229,2.4,1.6275000000000002,0.42500000000000004,35.9225
2025-03-24,10.580499999999999,5.143,4.263999999999999,5.37,2.891,1.7319999999999998,1.229,2.4,1.6675,0.42500000000000004,35.702
2025-03-25,10.580499999999999,5.313,4.0975,5.37,2.8160000000000003,1.7319999999999998,1.2105,2.4,1.817,0.42500000000000004,35.7615
2025-03-26,10.580499999999999,5.313,4.0975,5.37,2.8160000000000003,1.7319999999999998,1.2145,2.4,1.817,0.42500000000000004,35.7655
2025-03-27,10.580499999999999,5.313,4.0975,5.37,2.8160000000000003,1.7319999999999998,1.232,2.4,1.817,0.42500000000000004,35.783
2025-03-28,10.545499999999999,5.4030000000000005,4.0975,5.37,2.8160000000000003,1.7319999999999998,1.2675,2.4,1.727,0.42500000000000004,35.783500000000004
2025-03-31,10.545499999999999,5.4030000000000005,3.904,5.37,2.8160000000000003,1.7319999999999998,1.27,2.4,1.727,0.42500000000000004,35.5925
2025-04-01,10.545499999999999,5.4030000000000005,3.904,5.37,2.8160000000000003,1.7319999999999998,1.2805,2.4,1.727,0.42500000000000004,35.603
2025-04-02,10.0455,5.4030000000000005,3.904,5.37,2.8160000000000003,1.7319999999999998,1.2885,2.4,1.727,0.42500000000000004,35.111
2025-04-03,10.0405,5.4030000000000005,3.904,5.37,2.8160000000000003,1.7319999999999998,1.2885,2.4,1.727,0.42500000000000004,35.106
2025-04-07,10.0405,5.4030000000000005,3.8205000000000005,5.0360000000000005,2.8160000000000003,1.7319999999999998,1.2305,2.4,2.398,0.42500000000000004,35.301500000000004
2025-04-08,10.0405,5.4030000000000005,3.8205000000000005,5.1105,2.8160000000000003,1.7319999999999998,1.2275,2.4,2.3234999999999997,0.42500000000000004,35.2985
2025-04-09,10.0405,5.4030000000000005,3.8205000000000005,4.617,2.8160000000000003,1.7319999999999998,1.2415,2.4,2.3234999999999997,0.42500000000000004,34.819
2025-04-10,10.0405,5.4030000000000005,3.8205000000000005,4.591,2.8160000000000003,1.7319999999999998,1.2590000000000001,2.4,2.2904999999999998,0.42500000000000004,34.7775
2025-04-11,10.0405,5.4030000000000005,3.8205000000000005,4.591,2.8160000000000003,1.7319999999999998,1.2665,2.4,2.2904999999999998,0.42500000000000004,34.785
2025-04-14,10.0405,5.4030000000000005,3.8205000000000005,3.936,2.8160000000000003,1.7319999999999998,1.2665,2.4,2.2904999999999998,0.42500000000000004,34.13
2025-04-15,10.0405,5.4030000000000005,3.8205000000000005,3.936,2.8160000000000003,1.7319999999999998,1.269,2.4,2.2904999999999998,0.42500000000000004,34.1325
2025-04-16,10.0405,5.4030000000000005,3.8205000000000005,3.936,2.8160000000000003,1.7319999999999998,1.2475,2.4,2.2904999999999998,0.42500000000000004,34.111000000000004
2025-04-17,10.0405,6.318,3.8205000000000005,3.936,2.8160000000000003,1.7319999999999998,1.2574999999999998,2.4,2.2805,0.42500000000000004,35.026
2025-04-22,10.0405,6.318,3.8205000000000005,3.948,2.8160000000000003,1.7319999999999998,1.2574999999999998,2.4,2.2685,0.42500000000000004,35.026
2025-04-23,10.0405,6.318,3.8205000000000005,3.948,2.8160000000000003,1.7319999999999998,1.269,2.4,2.2624999999999997,0.42500000000000004,35.0315
2025-04-24,9.9995,6.318,3.737,3.544,2.804,2.3555,1.5285,2.4,2.206,0.42500000000000004,35.3175
2025-04-25,9.9995,6.318,3.737,3.5450000000000004,2.804,2.3555,1.5235,2.4,2.206,0.42500000000000004,35.3135
2025-04-28,9.9995,6.318,3.737,3.5450000000000004,2.804,2.3555,1.5230000000000001,2.4,2.206,0.42500000000000004,35.313
2025-04-29,9.9995,6.318,3.737,3.5450000000000004,2.804,2.5725000000000002,1.5230000000000001,2.4,2.206,0.42500000000000004,35.53
2025-04-30,9.9995,6.318,3.737,3.5450000000000004,2.804,2.5725000000000002,1.5230000000000001,2.4,2.206,1.7465000000000002,36.8515
2025-05-02,8.9085,6.318,4.0425,3.5450000000000004,2.804,2.5725000000000002,2.466,2.4,2.206,1.7465000000000002,37.009
