date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,CITIBANK N.A.,BOCI SECURITIES LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2025-01-22,236123731.0,262274187.0,221965141.0,97906002.0,102664658.0,80236427.0,66922852.0,85118303.0,0.0,45796060.0
2025-01-23,236147731.0,0.0,221443141.0,98116002.0,102150658.0,79394427.0,66772852.0,85778303.0,0.0,45738060.0
2025-01-24,236031731.0,0.0,221437141.0,98354002.0,102162658.0,79476427.0,66796852.0,85684303.0,60923762.0,46316060.0
2025-01-27,236205731.0,0.0,221563141.0,98074002.0,101870658.0,79300427.0,67458852.0,0.0,61023762.0,46402060.0
2025-02-03,235169731.0,261774187.0,221205141.0,98958002.0,101940658.0,78692427.0,67680852.0,86046303.0,0.0,46216060.0
2025-02-04,235249731.0,261758187.0,220687141.0,99092002.0,102038658.0,78590427.0,67580852.0,85928303.0,0.0,46376060.0
2025-02-05,235317731.0,0.0,220755141.0,99636002.0,102234658.0,78380427.0,67496852.0,86524303.0,0.0,46440060.0
2025-02-06,235691731.0,0.0,218489141.0,99532002.0,102294658.0,78526427.0,67706852.0,86404303.0,61103762.0,46302060.0
2025-02-07,235555731.0,0.0,217845141.0,98450002.0,100614658.0,83026427.0,67416852.0,86154303.0,0.0,46730060.0
2025-02-10,238381731.0,0.0,217663141.0,98452002.0,100472658.0,83896427.0,67444852.0,84754303.0,0.0,46438060.0
2025-02-11,237713731.0,0.0,217529141.0,98612002.0,100512658.0,84478427.0,67596852.0,84704303.0,0.0,46274060.0
2025-02-12,238959731.0,0.0,216745141.0,98710002.0,100554658.0,84506427.0,67576852.0,0.0,0.0,46348060.0
2025-02-13,239095731.0,0.0,216385141.0,98708002.0,100366658.0,84588427.0,67646852.0,85004303.0,0.0,46186060.0
2025-02-14,239639731.0,0.0,216187141.0,98756002.0,100994658.0,82052427.0,67682852.0,85304303.0,0.0,45610060.0
2025-02-17,240157731.0,0.0,217745141.0,98794002.0,101450658.0,78708427.0,66758852.0,86698303.0,0.0,45604060.0
2025-02-18,240167731.0,0.0,216469141.0,99132002.0,100340658.0,79780427.0,66146852.0,86346303.0,0.0,46002060.0
2025-02-19,239005731.0,0.0,214479141.0,99978002.0,100840658.0,79554427.0,66028852.0,85858303.0,62303762.0,45656060.0
2025-02-20,239108934.0,0.0,213913141.0,99994002.0,100830658.0,80834427.0,65634852.0,84848303.0,62823762.0,45862060.0
2025-02-21,241672934.0,0.0,214003141.0,97422002.0,100430658.0,81382427.0,66534852.0,85158303.0,0.0,44716060.0
2025-02-24,241542934.0,261908187.0,213937141.0,97498002.0,100136658.0,80802427.0,66620852.0,85440303.0,0.0,44954060.0
2025-02-25,242810934.0,0.0,214239141.0,97604002.0,101222658.0,80800427.0,66640852.0,85020303.0,0.0,44980060.0
2025-02-26,242802934.0,0.0,215819141.0,97606002.0,101422658.0,80486427.0,66686852.0,85278303.0,62871762.0,44508060.0
2025-02-27,243428934.0,0.0,215963141.0,97682002.0,101622658.0,79004427.0,67070852.0,83776303.0,63199762.0,44832060.0
2025-02-28,243392934.0,0.0,216433141.0,97382002.0,101744658.0,78492427.0,67076852.0,83600303.0,63529762.0,44680060.0
2025-03-03,242502934.0,0.0,216017141.0,97412002.0,101794658.0,78448427.0,0.0,83700303.0,63889762.0,44802060.0
2025-03-04,242628934.0,0.0,215637141.0,97532002.0,102148658.0,78622427.0,67070852.0,82790303.0,63979762.0,44992060.0
2025-03-05,244446934.0,0.0,215137141.0,97440002.0,101762658.0,78098427.0,67366852.0,81946303.0,0.0,44690060.0
2025-03-06,244798934.0,0.0,215517141.0,97570002.0,0.0,78332427.0,67696852.0,82646303.0,64329762.0,44710060.0
2025-03-07,245192934.0,262165739.0,214425141.0,97540002.0,101780658.0,78518427.0,67728852.0,82780303.0,0.0,44642060.0
2025-03-10,245708934.0,262161739.0,215459141.0,97408002.0,101620658.0,77898427.0,67730852.0,82426303.0,64659762.0,44714060.0
2025-03-11,248224934.0,262019739.0,216599141.0,93652002.0,103678658.0,79868427.0,67306852.0,82604303.0,63309762.0,42186060.0
2025-03-12,249018934.0,261783739.0,218877141.0,105300002.0,103544658.0,88862427.0,65776852.0,79756303.0,63329762.0,41478060.0
2025-03-13,248214934.0,261683739.0,226399141.0,107996002.0,104412658.0,86668427.0,64784852.0,78662303.0,62929762.0,41694060.0
2025-03-14,249168934.0,261695739.0,227255141.0,107728002.0,103832658.0,86426427.0,68893128.0,78808303.0,0.0,43754060.0
2025-03-17,243398934.0,261195739.0,221473141.0,107640002.0,103452658.0,94592427.0,68515128.0,77970303.0,62947762.0,45574060.0
2025-03-18,240184934.0,261443739.0,220153141.0,108400002.0,107688658.0,98634427.0,66441728.0,80784303.0,62955762.0,45682060.0
2025-03-19,240270934.0,261268739.0,219387141.0,109938002.0,108052658.0,98052427.0,64420852.0,79742303.0,62947762.0,45386060.0
2025-03-20,245588934.0,0.0,218543141.0,109968002.0,107478658.0,96780427.0,64608852.0,78754303.0,63261762.0,44806060.0
2025-03-21,254780934.0,0.0,218955141.0,111194002.0,109896658.0,94996427.0,69323977.0,78634303.0,63919762.0,44712060.0
2025-03-24,257452934.0,261368187.0,223033141.0,112768002.0,112704658.0,91830427.0,68217977.0,78196303.0,64015762.0,46900060.0
2025-03-25,264746934.0,261468187.0,227213141.0,113652002.0,113132658.0,96474427.0,68903977.0,77042303.0,64281762.0,46950060.0
2025-03-26,268296934.0,0.0,232553141.0,114220002.0,112856658.0,154542427.0,70739977.0,79554303.0,64463762.0,47732060.0
2025-03-27,269272934.0,0.0,240505141.0,116100002.0,116166658.0,155858427.0,72099977.0,80046303.0,64985762.0,49586060.0
2025-03-28,264844934.0,0.0,250053141.0,117578002.0,117576658.0,158410427.0,73309977.0,80842303.0,65013762.0,48556060.0
2025-03-31,259590934.0,0.0,251129141.0,117682002.0,118110658.0,159546427.0,72825977.0,81572303.0,64953762.0,48612060.0
2025-04-01,257740934.0,0.0,251491141.0,118162002.0,118884658.0,161818427.0,73001977.0,81778303.0,65223762.0,50074060.0
2025-04-02,259350934.0,0.0,252581141.0,116960002.0,119814658.0,166400427.0,71823977.0,82748303.0,65443762.0,51948060.0
2025-04-03,260216934.0,261541739.0,254107141.0,117242002.0,120474658.0,168162427.0,71711977.0,0.0,65433762.0,52394060.0
2025-04-07,263998934.0,263287739.0,256445141.0,118138002.0,120754658.0,168248427.0,71715977.0,82898303.0,0.0,53756060.0
2025-04-08,264582934.0,264287739.0,259835141.0,118458002.0,120680658.0,166364427.0,69306852.0,0.0,65633762.0,53478060.0
2025-04-09,267902934.0,264329739.0,262779141.0,121742002.0,122138658.0,169372427.0,55369463.0,82988303.0,65713762.0,62834060.0
2025-04-10,268310934.0,264287739.0,260637141.0,123264002.0,121894658.0,170398427.0,55755463.0,83158303.0,65913762.0,59502060.0
2025-04-11,267132934.0,0.0,258259141.0,123758002.0,121318658.0,170460427.0,55555463.0,0.0,0.0,59838060.0
2025-04-14,267822934.0,264315739.0,259559141.0,123724002.0,121456658.0,169772427.0,55447463.0,0.0,65613762.0,58178060.0
2025-04-15,270094934.0,262687739.0,258531141.0,123666002.0,121314658.0,164394427.0,55665463.0,83574303.0,0.0,54454060.0
2025-04-16,271542934.0,262967739.0,260811141.0,123716002.0,121630658.0,151082427.0,111599786.0,84008303.0,65813762.0,57244060.0
2025-04-17,272980934.0,0.0,267195141.0,128176002.0,121940658.0,152570427.0,112159786.0,84208303.0,66013762.0,58640060.0
2025-04-22,276476934.0,263069739.0,268227141.0,128296002.0,122100658.0,141530427.0,114011786.0,84124303.0,0.0,58672060.0
2025-04-23,278698934.0,262468187.0,269337141.0,128396002.0,122150658.0,143048427.0,114065786.0,84582303.0,0.0,60020060.0
2025-04-24,282246934.0,0.0,256583141.0,130032002.0,123736658.0,141120427.0,115959786.0,85666303.0,66215762.0,64622060.0
2025-04-25,284722934.0,0.0,259315141.0,131720002.0,125706658.0,124850427.0,116569786.0,87620303.0,66377762.0,67610060.0
2025-04-28,286060934.0,262539739.0,260349141.0,130884002.0,127760658.0,120066427.0,117745786.0,86734303.0,66715762.0,63640060.0
2025-04-29,287876934.0,262517739.0,260797141.0,130920002.0,127642658.0,121984427.0,115361786.0,87520303.0,66741762.0,61836060.0
2025-04-30,288030934.0,262831739.0,261205141.0,130930002.0,127162658.0,121836427.0,115667786.0,87644303.0,0.0,62002060.0
2025-05-02,288814934.0,262743739.0,261187141.0,131080002.0,128296658.0,121556427.0,115785786.0,87308303.0,66841762.0,62626060.0
