date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GOLDMAN SACHS (ASIA) SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,FUTU SECURITIES INTERNATIONAL
2025-01-08,0.0,206626728.0,0.0,88473758.0,64358238.0,87586304.0,54791320.0,27434555.0,28023517.0,25657142.0
2025-01-09,0.0,206682503.0,116935012.0,88864986.0,0.0,88087423.0,0.0,0.0,27843517.0,25362868.0
2025-01-10,1443670983.0,206688503.0,116935013.0,89656950.0,0.0,87991733.0,54737301.0,27414216.0,27652809.0,25236868.0
2025-01-13,1443696983.0,207297867.0,116935012.0,90156950.0,0.0,87788507.0,54717301.0,27404216.0,27426809.0,25222868.0
2025-01-14,0.0,207450317.0,117108757.0,90480914.0,0.0,87582762.0,0.0,27394216.0,27280809.0,25200831.0
2025-01-15,0.0,207158317.0,117791508.0,90950914.0,0.0,86274160.0,0.0,27488104.0,27220809.0,25212831.0
2025-01-16,1443907323.0,207798303.0,117103671.0,91058914.0,0.0,86726734.0,54713301.0,27434104.0,27132809.0,25196831.0
2025-01-17,1443999983.0,207606539.0,118085949.0,91574914.0,64338016.0,85641451.0,54715301.0,27440104.0,27152809.0,25212831.0
2025-01-20,0.0,207296539.0,117745196.0,91908914.0,64608687.0,85891982.0,0.0,27411992.0,26998809.0,25208831.0
2025-01-21,1443991983.0,207073575.0,119392321.0,92288764.0,63611238.0,85103858.0,0.0,27419729.0,26994809.0,0.0
2025-01-22,0.0,207616297.0,118032735.0,92664764.0,0.0,86451444.0,54707301.0,27417729.0,26602809.0,25144831.0
2025-01-23,0.0,207420623.0,115141399.0,92994764.0,63611430.0,89201761.0,0.0,27425729.0,26676809.0,25154943.0
2025-01-24,0.0,207181681.0,119034497.0,93435621.0,0.0,85328748.0,0.0,0.0,26878809.0,25156943.0
2025-01-27,0.0,207142436.0,119034482.0,93591621.0,63610969.0,85143330.0,0.0,27421729.0,26988809.0,25166943.0
2025-02-03,0.0,206657918.0,119392322.0,93811621.0,63611430.0,85040851.0,0.0,27441703.0,26928809.0,25126718.0
2025-02-04,1443981795.0,207136143.0,119306939.0,93769435.0,63615430.0,84826734.0,54705225.0,27363591.0,26966809.0,25150718.0
2025-02-05,0.0,207406086.0,119404322.0,93897435.0,63611430.0,85745533.0,54697207.0,27335591.0,0.0,25044718.0
2025-02-06,1443967305.0,207638717.0,119368935.0,94127362.0,0.0,84442451.0,54697521.0,27303440.0,0.0,25020718.0
2025-02-07,1443961193.0,207689100.0,119380935.0,94437362.0,63603430.0,84264760.0,0.0,27297440.0,26818809.0,0.0
2025-02-10,1443916363.0,207531472.0,119345481.0,94767362.0,0.0,84096375.0,0.0,0.0,27008809.0,24876718.0
2025-02-11,1443784596.0,207144656.0,119357483.0,95061362.0,63749430.0,85785586.0,54697595.0,27252951.0,26862809.0,24872718.0
2025-02-12,1443713577.0,207542656.0,119347337.0,95251362.0,63471430.0,84182360.0,54697521.0,0.0,26780809.0,24818718.0
2025-02-13,1443703577.0,207052399.0,119345481.0,95543362.0,0.0,84523638.0,0.0,0.0,26856809.0,24820718.0
2025-02-14,1443747446.0,207654300.0,119289487.0,97725362.0,63465317.0,83439765.0,54667521.0,27292624.0,27334809.0,24828718.0
2025-02-17,1443705445.0,207644114.0,119361483.0,97911362.0,63481318.0,85447084.0,0.0,27274624.0,27230809.0,24796718.0
2025-02-18,1443735445.0,207921040.0,118463479.0,98025362.0,63479318.0,84769600.0,54649369.0,27270550.0,27934809.0,24776718.0
2025-02-19,1443753371.0,208028802.0,118359476.0,99883026.0,63627318.0,84797435.0,54650018.0,27274550.0,27500809.0,24512494.0
2025-02-20,1443835371.0,207620161.0,118351875.0,101023026.0,63553318.0,84670176.0,54634018.0,27250362.0,27536809.0,24418494.0
2025-02-21,1443825371.0,207709656.0,118030126.0,101915328.0,63497318.0,85072714.0,54630018.0,27219796.0,27348809.0,24470494.0
2025-02-24,1443875146.0,207654828.0,118030127.0,102163178.0,63493318.0,84744525.0,0.0,27223796.0,27446809.0,24446494.0
2025-02-25,1443937072.0,207753288.0,118055595.0,102971178.0,63463318.0,84158157.0,0.0,27229722.0,27596809.0,24434439.0
2025-02-26,1443850733.0,207202849.0,118029942.0,104157178.0,63557318.0,84079973.0,0.0,27199156.0,27572809.0,24436439.0
2025-02-27,1443950697.0,206723550.0,118055594.0,104463178.0,63509541.0,83882198.0,0.0,27141082.0,27230809.0,24458439.0
2025-02-28,0.0,206617239.0,118001162.0,104766743.0,63515318.0,83571028.0,54960018.0,27084936.0,27496809.0,24471973.0
2025-03-03,1443940697.0,206442862.0,117999991.0,105456743.0,63501318.0,83614638.0,54956018.0,27088786.0,26780809.0,24331730.0
2025-03-04,1444069697.0,205873360.0,117999989.0,106434689.0,63481318.0,83102240.0,54953590.0,27116786.0,26512790.0,24169730.0
2025-03-05,1444047415.0,206012149.0,0.0,106444689.0,63541318.0,82971146.0,54925061.0,27056786.0,26428790.0,24171636.0
2025-03-06,0.0,204633609.0,117999992.0,107290510.0,63501318.0,82721832.0,54925672.0,27012786.0,26484790.0,24187636.0
2025-03-07,1444115754.0,205247354.0,0.0,107208492.0,63531318.0,84283961.0,54899672.0,26898561.0,26384790.0,24461711.0
2025-03-10,1444107598.0,204398042.0,117999991.0,106787131.0,63340034.0,83886078.0,54837672.0,26796413.0,26212790.0,24841657.0
2025-03-11,1444101524.0,204187841.0,117999989.0,106955131.0,0.0,83461253.0,54833672.0,26780413.0,26866790.0,25007657.0
2025-03-12,0.0,204228898.0,117999990.0,107195131.0,63372034.0,83419178.0,0.0,26786413.0,27002790.0,24367657.0
2025-03-13,0.0,204807263.0,117999989.0,107276095.0,63297034.0,83065479.0,54789672.0,0.0,26802529.0,24241657.0
2025-03-14,1444221901.0,203720463.0,117999991.0,107802662.0,63153034.0,82660189.0,0.0,26776389.0,26786529.0,24279657.0
2025-03-17,1444271901.0,203674817.0,118000918.0,107234662.0,63152996.0,82684908.0,54799672.0,26786389.0,26722529.0,24283657.0
2025-03-18,0.0,203351005.0,118000905.0,107212569.0,63160996.0,82682721.0,54789672.0,26770389.0,27000529.0,24207657.0
2025-03-19,1444265901.0,203376563.0,117999991.0,107273569.0,63170996.0,83169078.0,54749146.0,26770296.0,26742529.0,24213657.0
2025-03-20,0.0,203498527.0,118001360.0,108828569.0,63152996.0,84910400.0,54719146.0,26747543.0,26442529.0,23499657.0
2025-03-21,0.0,203635827.0,118007360.0,107492569.0,63102052.0,83936696.0,54663053.0,26689507.0,26274473.0,23499529.0
2025-03-24,0.0,204154657.0,0.0,107466569.0,0.0,84629163.0,54658977.0,0.0,26248473.0,23381341.0
2025-03-25,1444253865.0,204995603.0,117927360.0,108027569.0,0.0,83773319.0,0.0,26697395.0,26082473.0,23385341.0
2025-03-26,0.0,203334310.0,0.0,108105569.0,65211145.0,83417319.0,0.0,26653395.0,25816473.0,23355341.0
2025-03-27,0.0,203081182.0,117919988.0,108041569.0,65210717.0,82875675.0,0.0,0.0,26106473.0,23343341.0
2025-03-28,0.0,202875591.0,117919991.0,108965290.0,64931145.0,82581834.0,54144977.0,26406700.0,25934473.0,23183268.0
2025-03-31,0.0,203335628.0,0.0,109695268.0,65150145.0,82452486.0,0.0,26327097.0,24772473.0,23169268.0
2025-04-01,1444213865.0,203673591.0,117921991.0,109599512.0,0.0,82406449.0,54136977.0,26319061.0,24304473.0,22913268.0
2025-04-02,1444177865.0,203305300.0,117919980.0,109809512.0,65142145.0,82329700.0,54160977.0,26190740.0,24378473.0,23021268.0
2025-04-03,0.0,202627086.0,116085327.0,110537512.0,0.0,83867163.0,54162977.0,26106740.0,24260287.0,23023268.0
2025-04-07,1444175865.0,201473880.0,117919991.0,112611512.0,65954145.0,81946762.0,0.0,0.0,24198287.0,23007268.0
2025-04-08,1444145865.0,201187972.0,117921978.0,110150512.0,65942145.0,82695803.0,54181580.0,26176740.0,24064287.0,23039268.0
2025-04-09,1444149865.0,198997298.0,116099327.0,106169908.0,65943045.0,85000454.0,53681580.0,26258740.0,25136287.0,22947042.0
2025-04-10,1443871865.0,197761172.0,0.0,106634916.0,65943145.0,84875477.0,53101288.0,26298740.0,24398287.0,22825042.0
2025-04-11,1443863865.0,197907867.0,0.0,106658916.0,0.0,84547581.0,53151288.0,26312740.0,23648287.0,22815042.0
2025-04-14,1443563392.0,196654816.0,116085327.0,106870916.0,67287145.0,84022813.0,0.0,26251797.0,23752287.0,22847042.0
2025-04-15,1443561392.0,197932985.0,116085326.0,107606916.0,65981145.0,84637485.0,0.0,26229797.0,23944287.0,22876949.0
2025-04-16,0.0,198220985.0,116085327.0,107635766.0,65971145.0,84715484.0,52527288.0,26193609.0,24006287.0,22880009.0
2025-04-17,0.0,198056247.0,0.0,107823503.0,65995145.0,86181917.0,52437288.0,0.0,24020287.0,22908272.0
2025-04-22,0.0,197562855.0,0.0,107955503.0,65993145.0,84942644.0,0.0,0.0,24000287.0,22914272.0
2025-04-23,0.0,197279479.0,0.0,108309503.0,66063145.0,84892644.0,52417288.0,26189459.0,24042287.0,22916272.0
2025-04-24,0.0,196896863.0,0.0,108313503.0,66089762.0,84912644.0,52057288.0,0.0,24550287.0,23048272.0
2025-04-25,0.0,196075387.0,142907797.0,108351503.0,66117715.0,59144373.0,51917288.0,26169459.0,25510287.0,23030272.0
2025-04-28,0.0,196666662.0,142929797.0,108415503.0,66253715.0,58222285.0,0.0,0.0,24224287.0,23038272.0
2025-04-29,0.0,193981979.0,142957797.0,108489503.0,66247715.0,61086174.0,51769288.0,0.0,24196287.0,22952272.0
2025-04-30,0.0,193932138.0,0.0,108551503.0,66173606.0,62265739.0,51690155.0,26159459.0,24182287.0,22968272.0
2025-05-02,1443537129.0,189891681.0,143760290.0,108667503.0,66069606.0,61881576.0,51616155.0,26099459.0,25200287.0,22904272.0
