date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,TELECOM KING SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,HANG SENG SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,BRIGHT SMART SECURITIES INTERNATIONAL
2025-03-31,43.80692651200115,30.8346934883456,10.257013570177808,1.7889650355539153,0.7801799615111219,0.750458820120222,0.7643286861026419,0.5099652510321905,0.41361921769002336,0.373248000634051
2025-04-08,48.522651311845124,34.15582344142622,11.36122404603769,1.9815546153268353,0.8641696024199822,0.8312488556611257,0.8468862103715825,0.5648651464707121,0.4581470590607524,0.4134297113799724
2025-04-09,48.52284804333703,34.16353421366334,11.36589438180087,1.9873303642184172,0.8642952709219955,0.8313697367916338,0.8143582108242804,0.5649472897867902,0.4582136833142008,0.42720880534144356
2025-04-10,48.52138358357173,34.162503129889124,11.36582572085949,1.9872703849411053,0.8642691857744694,0.8313446453640134,0.8170773445194824,0.5649302392094072,0.4581998540455124,0.4271959118256663
2025-04-11,48.51872115591279,34.16062859156161,11.371786610861902,1.9874356970996554,0.8642217622672439,0.8312990284665869,0.8156607299112748,0.5648992407962714,0.45817471205914195,0.4271724710635234
2025-04-15,48.520052333218594,34.1615658350101,11.372098611341348,1.9874902251093327,0.8642454733702923,0.8313218362895192,0.8129394722527543,0.5649147395775974,0.4581872827074248,0.42718419112303024
2025-04-16,48.51870489981804,34.161552201021394,11.371911408999276,1.9891036626998178,0.8642312465523346,0.831308151445579,0.8129260900109738,0.5649054402067483,0.4581797402356822,0.42717715901015396
2025-04-17,48.5190523950122,34.162059992903224,11.371349838950916,1.9890054363770935,0.864188568908668,0.8312670996169093,0.8128859459290106,0.5648775439310946,0.45815711431030975,0.4271560640605702
2025-04-22,48.519177380086816,34.1623411615196,11.371443430107337,1.989021806757176,0.8641956815565663,0.8312739413067923,0.8123439406631723,0.564882193119038,0.45816088514268755,0.42715957974081703
2025-04-24,48.516515299895936,34.160466791495395,11.370819518162998,1.9943993316375543,0.8641482661153089,0.831228332168059,0.8122993701483904,0.564851199978229,0.4581357474325606,0.427136142965567
2025-04-25,48.509861377261224,34.155781766163486,11.369260037790193,1.9886399014205143,0.8640297502723614,0.8311143312143667,0.8121879652560197,0.5647737320034261,0.45807291522375987,0.44627822339464507
2025-04-28,48.510925882230765,34.15653128385734,11.361829092920567,1.9886835403219165,0.8640487106226258,0.8311325692655734,0.817691811544777,0.5647861254514243,0.4580829672189794,0.44628801656603556
2025-04-29,48.51026056114998,34.156062831443855,11.361673266902523,1.990027752863953,0.8640368603061961,0.8311211703897694,0.8176805970072287,0.564778379482685,0.45807668467026896,0.44628189578354954
2025-04-30,43.802220664614254,30.84113306898029,10.258994979603866,1.7968906732581553,0.775721790302487,0.750458820120222,0.7383226873856046,0.5099652510321905,0.41361921769002336,0.41114245590744836
