date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,ABCI SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2025-03-11,6.8571247500000005,5.30525,5.272,4.1975,3.7835,2.8765,1.6480000000000001,1.3245,0.976,0.9740000000000001,33.21437475
2025-03-12,6.8571247500000005,5.30525,5.272,4.2225,3.7835,2.8765,1.6480000000000001,1.3245,0.976,0.9740000000000001,33.23937475
2025-03-17,6.8621247499999996,5.30525,5.272,4.2225,3.7835,2.8765,1.6480000000000001,1.3245,0.976,0.9740000000000001,33.24437475
2025-03-19,6.8621247499999996,5.30525,5.272,4.2275,3.7835,2.8715,1.6480000000000001,1.3245,0.976,0.9740000000000001,33.24437475
2025-03-20,6.87212475,5.30525,5.272,4.237500000000001,3.7835,2.8715,1.6480000000000001,1.3245,0.976,0.9740000000000001,33.264374749999995
2025-03-21,6.82762475,5.30525,5.272,4.2875000000000005,3.7835,2.9015,1.6480000000000001,1.3245,0.976,0.9740000000000001,33.29987475
2025-03-24,6.82762475,5.2902499999999995,5.272,4.3075,3.7835,2.8765,1.6500000000000001,1.3345,0.976,0.9740000000000001,33.29187475
2025-03-25,6.832624750000001,5.2902499999999995,5.272,4.3025,3.7835,2.8765,1.6500000000000001,1.3345,0.976,0.9740000000000001,33.29187475
2025-03-26,6.82262475,5.2902499999999995,5.272,4.3374999999999995,3.7835,2.8514999999999997,1.6500000000000001,1.3345,0.976,0.9740000000000001,33.29187475
2025-03-28,6.82262475,5.2902499999999995,5.272,4.3475,3.7835,2.8465000000000003,1.6500000000000001,1.3345,0.976,0.9740000000000001,33.29687475
2025-03-31,6.82262475,5.2902499999999995,5.272,4.3525,3.7835,2.8465000000000003,1.6500000000000001,1.3345,0.976,0.9740000000000001,33.301874749999996
2025-04-01,6.82262475,5.2902499999999995,5.272,4.3825,3.7835,2.8465000000000003,1.6500000000000001,1.312,0.976,0.9740000000000001,33.309374749999996
2025-04-02,6.81412475,5.2902499999999995,5.272,4.3925,3.7835,2.8465000000000003,1.6500000000000001,1.312,0.976,0.9740000000000001,33.31087475
2025-04-03,6.81412475,5.2902499999999995,5.272,4.387499999999999,3.7835,2.8514999999999997,1.6500000000000001,1.312,0.976,0.9740000000000001,33.31087475
2025-04-07,6.81412475,5.2902499999999995,5.272,4.3925,3.7835,2.8514999999999997,1.645,1.312,0.976,0.9740000000000001,33.31087475
2025-04-09,6.81412475,5.28525,5.272,4.3775,3.7835,2.8615000000000004,1.645,1.312,0.976,0.9740000000000001,33.30087475
2025-04-10,6.7866247500000005,5.28525,5.272,4.3775,3.7835,2.8615000000000004,1.6824999999999999,1.312,0.976,0.9740000000000001,33.31087475
2025-04-11,6.81162475,5.2902499999999995,5.272,4.3125,3.7835,2.9065,1.6824999999999999,1.312,0.976,0.9740000000000001,33.32087475
2025-04-14,6.81162475,5.28675,5.272,4.3475,3.775,2.8815,1.6824999999999999,1.312,0.976,0.9740000000000001,33.31887475
2025-04-15,6.796624749999999,5.281750000000001,5.272,4.3475,3.775,2.9015,1.6824999999999999,1.312,0.976,0.9740000000000001,33.31887475
2025-04-16,6.796624749999999,5.281750000000001,5.272,4.3445,3.775,2.9015,1.6775000000000002,1.312,0.976,0.9740000000000001,33.31087475
2025-04-17,6.796624749999999,5.281750000000001,5.272,4.3495,3.775,2.8965,1.6775000000000002,1.312,0.976,0.9740000000000001,33.31087475
2025-04-22,6.796624749999999,5.281750000000001,5.272,4.3645000000000005,3.775,2.8965,1.6775000000000002,1.312,0.976,0.9740000000000001,33.325874750000004
2025-04-23,6.80162475,5.281750000000001,5.272,4.3645000000000005,3.775,2.8965,1.6775000000000002,1.312,0.976,0.9740000000000001,33.33087475
2025-04-24,6.80162475,5.27675,5.272,4.3645000000000005,3.775,2.8965,1.6775000000000002,1.312,0.976,0.9740000000000001,33.325874750000004
2025-04-29,6.80162475,5.27675,5.272,4.3694999999999995,3.775,2.8965,1.6775000000000002,1.312,0.976,0.9740000000000001,33.33087475
2025-05-02,6.80162475,5.27675,5.272,4.3895,3.775,2.8965,1.68,1.312,0.976,0.9740000000000001,33.35337475
