date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,CITIC SECURITIES BROKERAGE (HK) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA GALAXY INTERNATIONAL SECURITIES,BANK OF CHINA (HONG KONG) LTD
2025-01-27,4109194213.0,2118727383.0,1039763599.0,607005136.0,670387335.0,542856634.0,219272050.0,0.0,185510196.0
2025-02-03,4101899809.0,2119364862.0,1039918155.0,605449614.0,672408335.0,542705456.0,220554450.0,0.0,184393334.0
2025-02-04,4084199286.0,2114784275.0,1039535213.0,606888830.0,691842336.0,543050681.0,220796449.0,0.0,181448695.0
2025-02-05,4083144769.0,2111579596.0,1039438162.0,0.0,691588921.0,542062253.0,221862130.0,130216000.0,171882900.0
2025-02-06,4106348853.0,2108154211.0,1038960214.0,0.0,689367689.0,540297556.0,225594129.0,130178000.0,156049008.0
2025-02-07,4085486271.0,2095809867.0,1036980305.0,652494188.0,691154901.0,537609443.0,225356129.0,130172000.0,153511160.0
2025-02-10,4071016284.0,2089914355.0,1031866383.0,707965746.0,691528589.0,533642925.0,229525529.0,130138000.0,153073605.0
2025-02-11,4068890960.0,2078396806.0,1023165361.0,747871454.0,693596355.0,523457949.0,239426811.0,130104000.0,144844162.0
2025-02-12,4058085322.0,2082940420.0,1021802099.0,758013380.0,692737918.0,521801284.0,246356811.0,0.0,141155077.0
2025-02-13,4068495916.0,2098093024.0,1023579916.0,737357905.0,691781945.0,520521264.0,253453061.0,130098000.0,141028910.0
2025-02-14,4054547203.0,2087130577.0,1022056182.0,764297905.0,690009271.0,516544261.0,258656421.0,130088000.0,138599886.0
2025-02-17,4055587891.0,2083488003.0,1019762450.0,762507905.0,689454953.0,516218240.0,257880005.0,0.0,139359928.0
2025-02-18,4027099399.0,2095019954.0,1018602244.0,775117905.0,689297259.0,514430782.0,262923901.0,130084000.0,138141728.0
2025-02-19,4057118259.0,2101958485.0,1014251351.0,766630044.0,684708928.0,513834929.0,263318468.0,130104000.0,138103837.0
2025-02-20,4082927727.0,2106444047.0,1012834258.0,738363053.0,683061566.0,513527677.0,263236468.0,0.0,139523479.0
2025-02-21,4096219030.0,2094568626.0,1012543798.0,735299053.0,683058286.0,513333573.0,273709468.0,0.0,139699289.0
2025-02-24,4112126147.0,2060804897.0,1011146266.0,721482634.0,686628906.0,512762386.0,281068168.0,130110000.0,141394150.0
2025-02-25,4071330171.0,2065313408.0,1001089590.0,768492839.0,683673412.0,501675353.0,297477255.0,130170000.0,134928553.0
2025-02-26,4083623379.0,2055511372.0,995516830.0,777322225.0,683559767.0,501001655.0,299023755.0,130176000.0,134797895.0
2025-02-27,4060684311.0,2052792281.0,991533939.0,775102026.0,690655861.0,500789683.0,299911087.0,130172000.0,134670823.0
2025-02-28,4081600746.0,2052404489.0,994144379.0,755143198.0,682382046.0,501421606.0,298215087.0,130202000.0,128240166.0
2025-03-03,4109951496.0,2073073470.0,993016507.0,701471974.0,690015567.0,501988115.0,298146607.0,0.0,130153577.0
2025-03-04,4132888552.0,2074236020.0,992249169.0,689124619.0,689371571.0,502456807.0,295790607.0,130200000.0,130570868.0
2025-03-05,4142763301.0,2075314368.0,991483717.0,696588894.0,683832240.0,503159560.0,293537247.0,130230000.0,131223298.0
2025-03-06,4147474217.0,2067534430.0,999970043.0,702097964.0,683298869.0,502469846.0,294475379.0,0.0,122907991.0
2025-03-07,4142605765.0,2051509917.0,997576968.0,716954210.0,698332578.0,501975559.0,296631247.0,130248000.0,113547283.0
2025-03-10,4140573137.0,2035076350.0,995713765.0,748038210.0,684010309.0,500523337.0,297058757.0,130250000.0,112615205.0
2025-03-11,4143038737.0,2034810460.0,991854843.0,766176210.0,683228079.0,499622278.0,297586757.0,0.0,110938146.0
2025-03-12,4130135061.0,2044411980.0,999041312.0,761742210.0,681603410.0,499337503.0,298931545.0,0.0,110890004.0
2025-03-13,4136552422.0,2043677794.0,998311631.0,758764210.0,688259305.0,498573594.0,300913937.0,130232000.0,110660110.0
2025-03-14,4096858093.0,2046930801.0,997867963.0,755256210.0,685325521.0,499521852.0,307201937.0,0.0,115172675.0
2025-03-17,4105454444.0,2038524052.0,996772325.0,767724210.0,679151051.0,499775300.0,307141937.0,130230000.0,116118363.0
2025-03-18,4088694686.0,2052218428.0,996703833.0,774021204.0,675941051.0,499757308.0,307461937.0,130234000.0,116053819.0
2025-03-19,4101885792.0,2043756891.0,996330318.0,771095229.0,675044951.0,499918491.0,306881427.0,0.0,116630218.0
2025-03-20,4108287814.0,2041096239.0,996067377.0,762413229.0,679322951.0,499714321.0,308402427.0,0.0,116540218.0
2025-03-21,4106643989.0,2018783078.0,996697220.0,753466852.0,691555931.0,499414138.0,310274427.0,130230000.0,115712518.0
2025-03-24,4113923863.0,2022568169.0,996582549.0,753565503.0,690185012.0,499693185.0,307343937.0,0.0,116150819.0
2025-03-25,4126167645.0,2026693504.0,996445434.0,737905503.0,679887595.0,500922185.0,305185637.0,0.0,117756819.0
2025-03-26,4118499008.0,2040368475.0,996361829.0,740647503.0,670354332.0,500763056.0,305457684.0,0.0,117833811.0
2025-03-27,4115973871.0,2043254321.0,996051961.0,742477503.0,670525317.0,500658000.0,304282768.0,0.0,118236733.0
2025-03-28,4115454644.0,2039705450.0,995865981.0,754263503.0,671487123.0,500268053.0,302510131.0,0.0,118014733.0
2025-03-31,4107699135.0,2035963665.0,996322823.0,759668466.0,675990076.0,500048845.0,301724129.0,0.0,117412194.0
2025-04-01,4094857281.0,2043897240.0,996246748.0,754910466.0,679995482.0,501110214.0,301043666.0,0.0,119586655.0
2025-04-02,4069054237.0,2050476587.0,995733632.0,761614466.0,687605668.0,500873257.0,301628666.0,130232000.0,120293589.0
2025-04-03,4055947796.0,2037320670.0,995708914.0,785478748.0,687020391.0,500883568.0,303377631.0,0.0,119939928.0
2025-04-07,4041288783.0,2042126456.0,965574502.0,788874748.0,687324758.0,500951468.0,302985631.0,160232000.0,120318028.0
2025-04-08,4040607136.0,2033341625.0,965349073.0,772190405.0,679117673.0,502134381.0,303538288.0,160256000.0,125080830.0
2025-04-09,4013088990.0,2049457801.0,964389263.0,745681800.0,673291188.0,504289845.0,300279866.0,160276000.0,130258171.0
2025-04-10,3976177317.0,2133989567.0,1724547796.0,759454856.0,668488297.0,427324840.0,300156284.0,200338000.0,130792266.0
2025-04-11,3958474488.0,2120220993.0,1729572684.0,781840856.0,669571728.0,427944934.0,291341418.0,200368000.0,131242000.0
2025-04-14,3900490191.0,2171045337.0,1728918046.0,801572930.0,666701428.0,428081862.0,290875418.0,200354000.0,126512019.0
2025-04-15,3888338502.0,2192607514.0,1728863949.0,799280930.0,666808240.0,428351242.0,291322896.0,0.0,129848833.0
2025-04-16,3876390373.0,2189178350.0,1729058335.0,805144125.0,683139408.0,429154242.0,279287496.0,200348000.0,132991833.0
2025-04-17,3883371699.0,2195992485.0,1729050286.0,803814125.0,688310740.0,429164659.0,279894259.0,200268000.0,134509833.0
2025-04-22,3877212331.0,2194879939.0,1729074219.0,801986125.0,689126453.0,429602659.0,281110259.0,200278000.0,136253833.0
2025-04-23,3885591009.0,2196429275.0,1729037495.0,801414125.0,691702645.0,429430109.0,281833496.0,200328000.0,135763552.0
2025-04-24,3907638914.0,2187101406.0,1729121882.0,804302099.0,689962591.0,429267538.0,279722496.0,0.0,135471575.0
2025-04-25,3892612096.0,2173116557.0,1729894517.0,820124099.0,695877986.0,429175617.0,282202033.0,200318000.0,134923304.0
2025-04-28,3886940782.0,2158065265.0,1729633354.0,821274099.0,697048186.0,429257617.0,279348696.0,0.0,152640535.0
2025-04-29,3894182780.0,2146009688.0,1729392705.0,832302099.0,697899939.0,428663505.0,279140357.0,200192000.0,151095627.0
2025-04-30,3903934869.0,2141841057.0,1728503602.0,832234099.0,698317594.0,428788976.0,279372757.0,0.0,151276611.0
2025-05-02,3902531363.0,2148049967.0,1728232718.0,833310099.0,698919194.0,428830311.0,279694925.0,200222000.0,151208564.0
