date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,ABCI SECURITIES CO LTD,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FORTHRIGHT SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-12-17,8.608699999999999,5.0743,2.4283,1.7186,1.0257,0.9240936,0.4741,0.5452,0.7190668,0.1357,21.6537604
2024-12-18,8.3862,5.1864,2.4283,1.7493,1.0249,0.9721864,0.4775,0.5452,0.7150668,0.1357,21.6207532
2024-12-19,8.472100000000001,5.2615,2.4283,1.7365,1.0249,0.8990864,0.4778,0.5452,0.7162668,0.1382,21.6998532
2024-12-20,8.524,5.2823,2.4283,1.7456,1.0249,0.8715264,0.47609999999999997,0.5452,0.7170668,0.14400000000000002,21.758993200000003
2024-12-23,8.5479,5.2106,2.4283,1.7629,1.0253,0.8714263999999999,0.4806,0.5452,0.7203668,0.14350000000000002,21.7360932
2024-12-27,8.539299999999999,5.2655,2.4283,1.7588,1.0253,0.8426364000000001,0.47959999999999997,0.5452,0.7084668,0.14350000000000002,21.736603199999998
2024-12-30,8.583499999999999,5.1322,2.4283,1.8356000000000001,1.0253,0.8426364000000001,0.4792,0.5452,0.7039668,0.1444,21.7203032
2025-01-02,8.5273,5.2011,2.4283,1.8588,1.0257,0.7943,0.4948,0.5452,0.7134668000000001,0.14400000000000002,21.7329668
2025-01-03,8.5164,5.2526,2.4283,1.8312,1.0257,0.7943,0.4945,0.5452,0.6947668,0.1439,21.7268668
2025-01-06,8.4659,5.2604999999999995,2.4283,1.9687,1.0226000000000002,0.7941999999999999,0.4923,0.5452,0.6669668,0.1439,21.7885668
2025-01-07,8.396,5.2544,2.4283,1.9869999999999999,1.0226000000000002,0.7941999999999999,0.4925,0.5452,0.6570668,0.1439,21.7211668
2025-01-08,8.3388,5.2539,2.4283,2.0071,1.0226000000000002,0.8709122,0.4925,0.5452,0.6651668000000001,0.1382,21.762679
2025-01-09,8.3212,5.1554,2.4283,2.1746000000000003,1.0226000000000002,0.8258922,0.4946,0.5452,0.6650668000000001,0.12819999999999998,21.761059
2025-01-10,8.372,5.2452,2.4283,2.1362,1.0226000000000002,0.7943,0.48869999999999997,0.5452,0.6407668,0.12819999999999998,21.8014668
2025-01-13,8.3658,5.2341999999999995,2.4283,2.1543,1.0226000000000002,0.8018000000000001,0.4706,0.5452,0.6335668,0.12819999999999998,21.7845668
2025-01-14,8.3598,5.2656,2.4283,2.1699,1.0226000000000002,0.7943,0.4697,0.5452,0.6283668,0.12819999999999998,21.8119668
2025-01-15,8.3736,5.2135,2.4283,2.225,1.0226000000000002,0.7943,0.4697,0.5452,0.5842668,0.1281,21.7845668
2025-01-16,8.339,5.1132,2.4283,2.2244,1.0226000000000002,0.7943,0.46940000000000004,0.5452,0.5995668,0.1421,21.6780668
2025-01-17,8.882,5.2696,2.4283,1.5013999999999998,1.0308,0.7874000000000001,0.46680000000000005,0.5458000000000001,0.6201667999999999,0.1768,21.7090668
2025-01-20,8.7013,5.2398,2.4283,1.4961,1.0308,0.7874000000000001,0.5089,0.5455,0.6229667999999999,0.17309999999999998,21.5341668
2025-01-21,8.5839,5.3274,2.4283,1.4916,1.0308,0.7876,0.5089,0.5455,0.6243668,0.1626,21.4909668
2025-01-22,8.606900000000001,5.268,2.4283,1.5292999999999999,1.0308,0.7875,0.5149,0.5455,0.6126668,0.178,21.5018668
2025-01-23,8.4734,5.3071,2.4283,1.6267,1.0308,0.8701139999999999,0.5178,0.5462,0.6140668,0.178,21.5924808
2025-01-24,8.5282,5.2873,2.4283,1.6348000000000003,1.0308,0.8237939999999999,0.514,0.5462,0.6129667999999999,0.178,21.5843608
2025-01-27,8.597100000000001,5.4346,2.4283,1.4954,1.0308,0.7872,0.5152,0.5462,0.6103668,0.1786,21.6237668
2025-02-03,8.485,5.4953,2.4283,1.5491,1.0308,0.7872,0.5153,0.5462,0.5993668,0.1786,21.6151668
2025-02-04,8.6129,5.3906,2.4283,1.5351,1.0322,0.7872,0.5173,0.5462,0.6205668,0.1796,21.6499668
2025-02-05,8.6129,5.3906,2.4276,1.5369000000000002,1.0322,0.7872,0.4911,0.5462,0.6224668,0.1679,21.615066799999997
2025-02-06,8.6129,5.3906,2.4276,1.5066,1.0318,0.7872,0.4704,0.5462,0.6255668,0.1661,21.5649668
2025-02-07,8.5895,5.4065,2.4276,1.5238,1.0318,0.7841,0.4709,0.5462,0.6333668,0.1661,21.5798668
2025-02-10,8.594899999999999,5.3079,2.4276,1.5969,1.0318,0.779,0.4697,0.5462,0.6157668,0.13899999999999998,21.5087668
2025-02-11,8.619499999999999,5.3092,2.4276,1.6434,1.0333999999999999,1.0124091,0.4726,0.5462,0.5839668,0.1521,21.8003759
2025-02-12,8.6892,5.2407,2.4276,1.6867,1.0223,0.9649891,0.47159999999999996,0.5462,0.5727668,0.1521,21.7741559
2025-02-13,8.6775,5.2703,2.4276,1.6798,1.0223,0.9427091000000001,0.47109999999999996,0.5462,0.5629668,0.1437,21.744175900000002
2025-02-14,8.6101,5.1052,2.4276,1.756,1.0223,1.0556819,0.469,0.5459,0.5661668,0.1432,21.7011487
2025-02-17,8.7415,5.2097999999999995,2.4255,1.7557,1.0223,0.8732919,0.4684,0.5452,0.5648668,0.1447,21.7512587
2025-02-18,8.7266,5.1209,2.4255,1.8336999999999999,1.0223,0.935225,0.4646,0.5452,0.5524668,0.15089999999999998,21.7773918
2025-02-19,8.5008,5.0881,2.4255,1.9963000000000002,1.0223,0.9790070999999999,0.4656,0.5454,0.5794668000000001,0.15089999999999998,21.7533739
2025-02-20,8.436,5.149299999999999,2.4255,2.0289,1.0223,0.9790070999999999,0.4615,0.5454,0.5716668,0.1409,21.7604739
2025-02-21,8.4713,5.1265,2.4255,2.0285,1.0223,0.9869126,0.4772,0.5454,0.5427668,0.1559,21.7822794
2025-02-24,8.3918,5.0882,2.4255,2.0076,1.0223,0.9386825999999999,0.47819999999999996,0.5454,0.5493668,0.3208,21.7678494
2025-02-25,8.1577,5.0378,2.4255,2.0594,1.0223,0.9200826000000001,0.4767,0.5454,0.5723668000000001,0.3199,21.5371494
2025-02-26,8.1352,4.9853000000000005,2.4255,2.1248,1.0223,1.1325196,0.5064,0.5452,0.5789668,0.3169,21.7730864
2025-02-27,8.380899999999999,5.0611999999999995,2.4255,2.0809,1.0223,1.0051676,0.5054000000000001,0.5452,0.5765667999999999,0.3198,21.9229344
2025-02-28,9.052100000000001,4.9307,2.4255,1.6105,1.0123,0.8260876,0.4908,0.545,0.5581668,0.2899,21.7410544
2025-03-03,8.5162,5.0679,2.4255,1.7416,1.0147,0.9535978,0.5009,0.545,0.5727668,0.2817,21.6198646
2025-03-04,8.6008,5.2896,2.4255,1.7010999999999998,1.0297,0.8649402,0.5093000000000001,0.545,0.5778668,0.2847,21.828507
2025-03-05,8.6591,5.3374999999999995,2.4255,1.6660000000000001,1.0297,0.8089999999999999,0.5107999999999999,0.545,0.5871668,0.2847,21.8544668
2025-03-06,8.558399999999999,5.3844,2.4255,1.6483,1.0297,0.8089999999999999,0.5159,0.545,0.5965668000000001,0.2847,21.797466800000002
2025-03-07,8.580300000000001,5.3801000000000005,2.4255,1.6282,1.0264,0.8549875,0.5118,0.545,0.5989668,0.2847,21.835954299999997
2025-03-10,8.4997,5.3576,2.4255,1.6518000000000002,1.0264,0.9061933,0.5052,0.545,0.5826668,0.2822,21.782260100000002
2025-03-11,8.519,5.3435999999999995,2.4255,1.6463999999999999,1.0264,0.9061933,0.5051,0.545,0.5508668,0.3009,21.7689601
2025-03-12,8.394,5.4086,2.4255,1.6601000000000001,1.0251,0.9056932999999999,0.5081,0.545,0.5666667999999999,0.3009,21.7396601
2025-03-13,8.402,5.4075,2.4265,1.6555,1.0251,0.9056932999999999,0.5081,0.545,0.5497668,0.3009,21.726060099999998
2025-03-14,8.355,5.5274,2.4255,1.6396000000000002,1.0251,0.9062733,0.5071,0.545,0.5235668,0.3009,21.7554401
2025-03-17,8.4179,5.5625,2.4255,1.6098000000000001,1.0228,0.8920333,0.5071,0.545,0.5341667999999999,0.3009,21.8177001
2025-03-18,8.308300000000001,5.3823,2.4255,1.6925,1.0228,0.8744104,0.6049,0.545,0.6313668,0.3009,21.7879772
2025-03-19,8.2465,5.3542,2.4255,1.7487,1.0278,0.8609104,0.656,0.545,0.6182668,0.3009,21.783777200000003
2025-03-20,8.3001,5.317,2.4255,1.7797,1.0278,0.8609104,0.6478,0.545,0.5886668,0.2979,21.7903772
2025-03-21,8.332,5.263199999999999,2.4255,1.7873,1.0278,0.8324404000000001,0.6502,0.545,0.5859668,0.2979,21.747307199999998
2025-03-24,8.3055,5.291300000000001,2.4255,1.7781000000000002,1.0278,0.8324404000000001,0.6592,0.545,0.5894668,0.2979,21.7522072
2025-03-25,8.3119,5.3065,2.4255,1.7767000000000002,1.0278,0.8324404000000001,0.6639,0.545,0.5831668,0.2979,21.7708072
2025-03-26,8.2801,5.3516,2.4265,1.7658,1.0278,0.8324404000000001,0.6601,0.545,0.5792668,0.2979,21.7665072
2025-03-27,8.3281,5.3511999999999995,2.4255,1.7898,1.0278,0.8467610000000001,0.6601,0.545,0.5312668,0.2979,21.8034278
2025-03-28,8.3594,5.311,2.4255,1.7781000000000002,1.0278,0.8467610000000001,0.658,0.545,0.5322668,0.2979,21.7817278
2025-03-31,8.4443,5.4451,2.4255,1.6635,1.0278,0.7947,0.66,0.547,0.5353668,0.2979,21.8411668
2025-04-01,8.6952,5.3566,2.4255,1.6166,1.0278,0.7889,0.653,0.547,0.4946668,0.2979,21.9031668
2025-04-02,8.7128,5.3344000000000005,2.4255,1.5997999999999999,1.0293,0.7818,0.6534,0.547,0.4974668,0.2989,21.8803668
2025-04-03,8.7295,5.3535,2.4255,1.6237000000000001,1.0293,0.7797000000000001,0.6534,0.547,0.5169668,0.2989,21.9574668
2025-04-07,8.6742,5.2736,2.4255,1.6844999999999999,1.0293,0.7797000000000001,0.6532,0.547,0.5099667999999999,0.2989,21.875866799999997
2025-04-08,8.6825,5.3776,2.4255,1.6723,1.0293,0.7787999999999999,0.6222,0.547,0.5069668,0.2989,21.9410668
2025-04-09,8.6692,5.3156,2.4255,1.6294,1.0293,0.7787999999999999,0.5955,0.547,0.4936668,0.2994,21.7833668
2025-04-10,8.545300000000001,5.3169,2.4255,1.5483,1.0293,0.9237215,0.5773999999999999,0.547,0.49796679999999993,0.2999,21.7112883
2025-04-11,8.532399999999999,5.2903,2.4255,1.5903,1.0293,0.9236215000000001,0.5681,0.5460999999999999,0.4837668,0.2999,21.6892883
2025-04-14,8.3072,5.1997,2.4255,1.8395000000000001,1.0293,1.0296291000000002,0.5689,0.5460999999999999,0.4649668,0.2899,21.7006959
2025-04-15,8.3226,5.1944,2.4275,1.8710999999999998,1.0293,1.1836651,0.5709,0.5460999999999999,0.4660668,0.2799,21.8915319
2025-04-16,8.5035,5.1891,2.4255,1.9282000000000001,1.0343,1.1484291,0.5664,0.5460999999999999,0.4644668,0.2792,22.0851959
2025-04-17,8.6469,5.2491,2.4255,1.8991999999999998,1.0343,1.0262291,0.5585,0.5460999999999999,0.46856679999999995,0.2822,22.1365959
2025-04-22,8.640699999999999,5.2752,2.4255,1.9002000000000001,1.0343,1.0150291,0.5633,0.545,0.4619668,0.2822,22.1433959
2025-04-23,8.7987,5.2927,2.4255,1.7884,1.0343,0.9366291000000001,0.5793,0.545,0.4769668,0.2822,22.159695900000003
2025-04-24,8.6722,5.3251,2.4255,1.805,1.0393,0.9351290999999999,0.5792,0.545,0.46286679999999997,0.2822,22.0714959
2025-04-25,8.5341,5.3012,2.4255,1.8979,1.0443,1.0145758,0.579,0.545,0.4544668,0.2822,22.0782426
2025-04-28,8.608699999999999,5.3578,2.4255,1.841,1.0443,1.0063758,0.5789,0.545,0.4578668,0.2822,22.1476426
2025-04-29,8.6502,5.3592,2.4255,1.8202,1.0443,1.0063758,0.5787,0.545,0.4578668,0.2822,22.1695426
2025-04-30,8.7243,5.3968,2.4255,1.7557,1.0443,0.9643158000000001,0.5787,0.545,0.4623668,0.2822,22.1791826
2025-05-02,8.7389,5.414,2.4255,1.7337000000000002,1.0443,0.9488158,0.5713,0.545,0.46856679999999995,0.2822,22.172282600000003
