date,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG BANK LTD,ICBC (ASIA) SECURITIES LTD
2025-03-06,0.0,577902991.0,181232977.0,94988050.0,41638954.0,19359920.0,10400525.0,0.0,8270194.0
2025-03-07,922772236.0,578767966.0,181174977.0,94836137.0,41008954.0,19359242.0,10382525.0,0.0,0.0
2025-03-10,922744003.0,578295855.0,181194650.0,94709873.0,40786662.0,19745242.0,10326525.0,0.0,8252194.0
2025-03-11,922734003.0,579329936.0,183600650.0,92714688.0,40772662.0,19663454.0,10298525.0,0.0,8248194.0
2025-03-12,922716003.0,574737055.0,183458650.0,92902320.0,40654662.0,19789452.0,10335791.0,0.0,8266194.0
2025-03-13,922716548.0,572978647.0,183820650.0,97286082.0,40659681.0,19968542.0,10337791.0,0.0,8276194.0
2025-03-14,922670548.0,569077341.0,183866650.0,100545750.0,40673681.0,19987454.0,10325792.0,0.0,8246194.0
2025-03-17,922710548.0,566350906.0,184678650.0,100372563.0,40685681.0,19979869.0,10329792.0,0.0,0.0
2025-03-18,922700548.0,565075991.0,186408650.0,100249241.0,40657681.0,20013869.0,10011000.0,0.0,8506194.0
2025-03-19,922680548.0,563182886.0,187992650.0,100534480.0,40538378.0,19911075.0,10023000.0,0.0,0.0
2025-03-20,921158548.0,553341358.0,199061252.0,98323847.0,40082378.0,20073616.0,9875000.0,0.0,8584194.0
2025-03-21,921498548.0,550057807.0,202407252.0,92416594.0,40184378.0,20019180.0,0.0,0.0,8976194.0
2025-03-24,921522548.0,553574060.0,204459252.0,92307194.0,40174378.0,19927279.0,9883000.0,0.0,0.0
2025-03-25,921520548.0,553230187.0,207419252.0,91545382.0,40100378.0,0.0,9929000.0,0.0,0.0
2025-03-26,921516548.0,550871379.0,208467252.0,89828044.0,40162378.0,19993279.0,9931000.0,0.0,8956194.0
2025-03-27,921824548.0,547155942.0,211105252.0,89057311.0,40240378.0,20025279.0,9961000.0,0.0,8962194.0
2025-03-28,921886548.0,544514423.0,214779252.0,89638797.0,40242378.0,20035277.0,9942998.0,0.0,0.0
2025-03-31,921896548.0,543840644.0,215003252.0,89381330.0,40272378.0,20025839.0,9930996.0,0.0,8970194.0
2025-04-01,921930548.0,540275818.0,213713252.0,89848813.0,40396378.0,0.0,9962996.0,0.0,8964194.0
2025-04-02,921668548.0,539816421.0,216104332.0,67931076.0,40458378.0,20475839.0,0.0,0.0,8944194.0
2025-04-03,921695309.0,386324882.0,217978332.0,139583076.0,40561617.0,13706703.0,9493996.0,0.0,8964194.0
2025-04-07,921725309.0,351978851.0,222840332.0,138611012.0,40573617.0,14454703.0,20038260.0,0.0,8966194.0
2025-04-08,922123309.0,439811828.0,228074332.0,127420461.0,40781617.0,21364703.0,9482060.0,0.0,8968194.0
2025-04-09,922169309.0,476904027.0,235444332.0,127706083.0,41079617.0,20424703.0,9606060.0,0.0,9618194.0
2025-04-10,922191309.0,523248948.0,236640332.0,81565262.0,41283617.0,20736703.0,9612060.0,0.0,9542194.0
2025-04-11,922193309.0,517942819.0,237560332.0,86189927.0,41355617.0,20435155.0,10047060.0,0.0,0.0
2025-04-14,922195309.0,515340890.0,240028332.0,86022648.0,41222947.0,20593155.0,10447060.0,0.0,9574194.0
2025-04-15,922307244.0,515262435.0,241484332.0,85755530.0,41318516.0,20424703.0,10567060.0,0.0,0.0
2025-04-16,922309244.0,516404219.0,240500332.0,86340301.0,41282516.0,20436919.0,10689060.0,0.0,0.0
2025-04-17,0.0,515498736.0,241638332.0,85215001.0,41274516.0,20822919.0,10683060.0,0.0,0.0
2025-04-22,922285244.0,516653392.0,242718332.0,82736874.0,41370516.0,20820919.0,10691060.0,0.0,0.0
2025-04-23,0.0,517129982.0,243570332.0,82177925.0,41358516.0,20018703.0,10693060.0,0.0,9588194.0
2025-04-24,922403244.0,517750374.0,242780332.0,81511888.0,41386516.0,20772512.0,10693058.0,0.0,0.0
2025-04-25,922369244.0,515746059.0,243226332.0,82573895.0,41450516.0,20550862.0,0.0,0.0,0.0
2025-04-28,0.0,514840665.0,243874332.0,83158092.0,41498516.0,20752862.0,10754994.0,11259566.0,9568194.0
2025-04-29,922373244.0,512003807.0,246338332.0,82935852.0,41508516.0,19480862.0,10772994.0,0.0,9582194.0
2025-04-30,922383244.0,511838785.0,246440332.0,86226033.0,41542516.0,20260027.0,10194994.0,0.0,9584194.0
2025-05-02,922387244.0,504750785.0,252064332.0,86351687.0,41562516.0,20499027.0,9962994.0,0.0,0.0
