date,EMPEROR SECURITIES LTD,ASIA PACIFIC SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,STOCKWELL SECURITIES LTD,GET NICE SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,TOTAL_CCASS_PCT
2025-01-22,0.0031999999999999997,51.075199999999995,3.4863999999999997,3.144,2.7369999999999997,2.0368,1.044,1.0096,1.1312,0.5164,66.1838
2025-01-23,0.0031999999999999997,51.075199999999995,3.492,3.16,2.7378,2.0448,1.044,1.0096,1.1408,0.5164,66.2238
2025-01-24,0.0031999999999999997,51.075199999999995,3.4632000000000005,3.1408,2.7386,2.0448,1.0512000000000001,1.0096,1.1408,0.5164,66.1838
2025-01-27,0.0031999999999999997,51.075199999999995,3.4472000000000005,3.1128,2.7442,2.044,1.0704,1.0096,1.1408,0.5164,66.1638
2025-02-03,0.0031999999999999997,51.075199999999995,3.4928,3.0248,2.7458,2.1,1.0919999999999999,1.0096,1.1408,0.5164,66.2006
2025-02-04,29.0032,22.0752,3.4928,3.0248,2.7434,2.1,1.0919999999999999,1.0096,1.1408,0.5164,66.1982
2025-02-05,51.00320000000001,22.0752,3.4951999999999996,3.0248,2.7434,2.1,1.0919999999999999,1.0096,1.1408,0.5164,88.2006
2025-02-06,51.00320000000001,22.0752,3.5048000000000004,3.0391999999999997,2.7234000000000003,2.0992,1.0959999999999999,1.0096,1.1408,0.5164,88.2078
2025-02-07,51.00320000000001,22.0752,3.4992,3.0416,2.713,2.1096,1.0959999999999999,1.0096,1.1408,0.5164,88.2046
2025-02-10,51.00320000000001,22.0752,3.4992,3.0416,2.7138,2.1152,1.0959999999999999,1.0096,1.1408,0.5164,88.211
2025-02-11,51.00320000000001,22.0752,3.5023999999999997,3.0416,2.7066,2.1016,1.0984,1.0096,1.1408,0.5164,88.1958
2025-02-12,51.00320000000001,22.0752,3.5023999999999997,3.0416,2.713,2.1016,1.0912,1.0096,1.1408,0.5164,88.19500000000001
2025-02-13,51.00320000000001,22.0752,3.5208000000000004,3.0416,2.6938,2.1016,1.0912,1.0096,1.1408,0.5164,88.1942
2025-02-14,51.00320000000001,22.0752,3.5208000000000004,3.0416,2.7074000000000003,2.1016,1.0912,1.0096,1.1408,0.5164,88.2078
2025-02-17,51.00320000000001,22.0752,3.5208000000000004,3.0416,2.7114,2.1016,1.0912,1.0096,1.1408,0.5164,88.2118
2025-02-20,51.00320000000001,22.0752,3.5576000000000003,2.9992,2.7298,2.152,1.0919999999999999,1.0096,1.1408,0.5164,88.2758
2025-02-21,51.00320000000001,22.0752,3.5631999999999997,2.9992,2.7298,2.156,1.0919999999999999,1.0096,1.1408,0.5164,88.28540000000001
2025-02-24,51.00320000000001,22.0752,3.5631999999999997,2.9992,2.7378,2.156,1.0919999999999999,1.0096,1.1408,0.5164,88.2934
2025-02-25,51.00320000000001,22.0752,3.6111999999999997,2.9992,2.7394000000000003,2.144,1.0936,1.0096,1.1408,0.5164,88.3326
2025-02-26,51.00320000000001,22.0752,3.6328,2.9992,2.7401999999999997,2.136,1.0936,1.0096,1.1408,0.5164,88.347
2025-02-27,51.00320000000001,22.0752,3.6271999999999998,2.9992,2.7346,2.136,1.0936,1.0096,1.1408,0.5164,88.33579999999999
2025-02-28,51.00320000000001,22.0752,3.6704,2.9992,2.7346,2.136,1.0936,1.0096,1.1504,0.5164,88.3886
2025-03-03,51.00320000000001,22.0752,3.7056,2.9992,2.7346,2.136,1.0936,1.0096,1.1504,0.5164,88.4238
2025-03-05,51.00320000000001,22.0752,3.7095999999999996,2.9992,2.7346,2.136,1.0936,1.0096,1.1504,0.5164,88.4278
2025-03-07,51.00320000000001,22.0752,3.7095999999999996,3.0088,2.7346,2.136,1.0936,1.0096,1.1504,0.5164,88.4374
2025-03-10,51.00320000000001,22.0752,3.7095999999999996,3.0088,2.7346,2.1479999999999997,1.0936,1.0096,1.1504,0.5164,88.4494
2025-03-11,51.00320000000001,22.0752,3.7095999999999996,3.0088,2.7354,2.1479999999999997,1.0936,1.0096,1.1504,0.5164,88.4502
2025-03-12,51.00320000000001,22.0752,3.7072000000000003,3.0088,2.7354,2.1479999999999997,1.0936,1.0096,1.1504,0.5164,88.4478
2025-03-13,51.00320000000001,22.0752,3.712,3.0088,2.7354,2.1479999999999997,1.0864,1.0096,1.1504,0.5164,88.44539999999999
2025-03-14,51.00320000000001,22.0752,3.7264,3.0088,2.7354,2.1504,1.088,1.0096,1.1504,0.5164,88.4638
2025-03-17,51.00320000000001,22.0752,3.7216,3.0088,2.7354,2.1504,1.088,1.0096,1.1504,0.5164,88.459
2025-03-19,51.00320000000001,22.0752,4.0896,3.0128,2.7354,2.1504,1.088,1.1752,1.1504,0.8163999999999999,89.2966
2025-03-20,51.00320000000001,22.0752,4.0816,3.0128,2.7354,2.1504,1.088,1.1752,1.1504,0.8163999999999999,89.2886
2025-03-21,51.00320000000001,22.0752,4.0488,3.0128,2.7594,2.1504,1.088,1.2784,1.1504,0.79,89.3566
2025-03-24,51.00320000000001,22.0752,4.0456,3.0128,2.7594,2.1504,1.088,1.2784,1.1504,0.79,89.35340000000001
2025-03-25,51.00320000000001,22.0752,4.0256,3.0128,2.7594,2.1504,1.088,1.2784,1.1504,0.79,89.3334
2025-04-01,51.00320000000001,22.0752,4.0256,3.0128,2.7594,2.1504,1.0872,1.2784,1.1504,0.79,89.3326
2025-04-02,51.00320000000001,22.0752,4.0296,3.0128,2.7594,2.1399999999999997,1.0872,1.2784,1.1504,0.79,89.3262
2025-04-03,51.00320000000001,22.0752,4.0328,3.0128,2.7554,2.1399999999999997,1.0872,1.2784,1.1504,0.79,89.3254
2025-04-10,51.00320000000001,22.0752,4.0384,3.0088,2.7554,2.1399999999999997,1.0832,1.2784,1.1504,0.79,89.323
2025-04-11,51.00320000000001,22.0752,4.0424,3.0088,2.7554,2.1399999999999997,1.0848,1.2784,1.1504,0.79,89.32860000000001
2025-04-14,51.00320000000001,22.0752,4.0024,3.0088,2.7194,2.1399999999999997,1.1328,1.2784,1.1560000000000001,0.79,89.3062
2025-04-17,51.00320000000001,22.0752,4.0032,3.0088,2.7194,2.1399999999999997,1.1328,1.2784,1.1560000000000001,0.79,89.307
2025-04-23,51.00320000000001,22.0752,3.9736000000000002,3.0088,2.7194,2.1399999999999997,1.2448000000000001,1.2784,1.1560000000000001,0.79,89.3894
2025-04-24,51.00320000000001,22.0752,3.9736000000000002,3.0088,2.7114,2.1399999999999997,1.3488,1.2784,1.1560000000000001,0.79,89.4854
2025-04-28,51.00320000000001,22.0752,3.9496,3.0103999999999997,2.689,2.1384,1.352,1.2784,1.1560000000000001,0.79,89.4422
2025-04-29,51.00320000000001,22.0752,3.9488000000000003,3.0103999999999997,2.689,2.1384,1.352,1.2784,1.1560000000000001,0.79,89.4414
2025-04-30,51.00320000000001,22.0752,3.964,3.0103999999999997,2.689,2.1384,1.352,1.2784,1.1560000000000001,0.79,89.4566
